IDENTIF,RIVER,LOCATION,ERECTED,PURPOSE,LENGTH,LANES,CLEAR-G,T-OR-D,MATERIAL,SPAN,REL-L,label
E105,A,1,1889.642205,HIGHWAY,1010.50384,2,G,THROUGH,STEEL,MEDIUM,S-F,4
E100,A,24,1929.133565,HIGHWAY,944.474667,4,G,THROUGH,STEEL,MEDIUM,F,4
E51,A,48,1898.878386,RR,919.194538,2,G,THROUGH,STEEL,MEDIUM,F,3
E92,M,38.5,1926.963856,HIGHWAY,986.312197,1,G,THROUGH,WOOD,MEDIUM,F,4
E29,O,7,1878.535325,AQUEDUCT,1169.264661,4,N,THROUGH,WOOD,SHORT,S,5
E42,O,6,1893.646864,RR,1029.863348,4,G,THROUGH,STEEL,MEDIUM,S-F,3
E41,A,27,1891.539758,AQUEDUCT,1786.298897,2,N,THROUGH,WOOD,SHORT,S,5
E1,A,3,1851.784495,HIGHWAY,1029.694722,4,N,THROUGH,WOOD,SHORT,S-F,5
E26,M,24,1883.010256,RR,1712.065466,2,G,THROUGH,STEEL,MEDIUM,F,3
E76,A,18,1881.28439,HIGHWAY,1030.496908,1,N,THROUGH,WOOD,LONG,S-F,5
E66,A,27,1902.341342,RR,1830.285575,6,N,THROUGH,STEEL,LONG,F,2
E18,M,15,1880.712868,HIGHWAY,922.654611,2,G,THROUGH,STEEL,LONG,F,3
E30,M,10,1894.929838,RR,1222.075325,2,G,THROUGH,STEEL,LONG,F,3
E36,M,20,1973.404104,HIGHWAY,1312.163282,2,G,THROUGH,STEEL,LONG,F,3
E1,A,38,1868.553025,HIGHWAY,1051.932876,2,N,DECK,WOOD,SHORT,S,5
E7,A,38.5,1883.640772,RR,2690.341781,2,N,DECK,WOOD,MEDIUM,S,5
E35,A,13,1907.922257,RR,1591.569267,1,G,THROUGH,STEEL,MEDIUM,S,3
E64,M,40,1905.31786,RR,1054.207652,2,G,THROUGH,STEEL,LONG,F,1
E101,A,9,1894.017549,HIGHWAY,1665.321478,2,G,THROUGH,STEEL,MEDIUM,S,3
E11,M,20,1921.518579,HIGHWAY,3817.224711,4,N,DECK,STEEL,MEDIUM,F,2
E10,A,31,1862.863254,RR,954.339573,2,N,THROUGH,WOOD,SHORT,F,5
E72,A,10,1905.237273,HIGHWAY,2342.13202,4,G,DECK,STEEL,LONG,F,2
E48,M,43,1950.606734,HIGHWAY,1237.594164,2,N,THROUGH,WOOD,SHORT,S-F,1
E75,A,20,1886.254535,HIGHWAY,997.364548,1,G,THROUGH,STEEL,MEDIUM,F,4
E44,M,12,1916.57107,HIGHWAY,1185.875968,1,G,THROUGH,STEEL,LONG,F,4
E96,M,27,1927.38278,HIGHWAY,3564.457823,6,G,DECK,STEEL,MEDIUM,S-F,2
E51,O,45,1886.566561,RR,1735.20376,2,G,THROUGH,STEEL,MEDIUM,S,3
E102,A,24,1820.491418,HIGHWAY,835.320093,2,G,THROUGH,STEEL,MEDIUM,S,5
E17,M,39.7,1902.236185,HIGHWAY,1639.427554,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E22,A,30,1832.580372,HIGHWAY,988.04777,2,N,THROUGH,WOOD,MEDIUM,S,5
E60,A,25,1899.401667,AQUEDUCT,1654.84385,2,G,THROUGH,WOOD,MEDIUM,S,5
E86,M,25,1952.833701,WALK,1040.715787,2,N,THROUGH,STEEL,LONG,F,2
E56,O,3,1905.0826,HIGHWAY,1201.504347,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E9,M,39.7,1894.920601,HIGHWAY,1042.383325,2,N,THROUGH,STEEL,MEDIUM,F,3
E42,Y,51,1959.174046,HIGHWAY,973.162725,4,G,DECK,STEEL,MEDIUM,F,0
E63,A,35,1910.420453,HIGHWAY,1894.960886,2,G,THROUGH,STEEL,LONG,F,3
E56,A,22,1864.61744,HIGHWAY,1033.193914,2,G,THROUGH,STEEL,LONG,F,5
E80,A,44,1931.844731,HIGHWAY,1550.928828,4,G,THROUGH,STEEL,MEDIUM,S,0
E47,A,16,1887.87159,RR,1012.581102,2,G,THROUGH,STEEL,MEDIUM,S,3
E72,O,35,1929.012158,HIGHWAY,1615.388969,4,G,THROUGH,STEEL,LONG,F,1
E43,A,29,1859.366836,HIGHWAY,1035.794819,2,N,THROUGH,WOOD,SHORT,S,5
E19,M,40,1894.102728,HIGHWAY,2041.59674,2,G,THROUGH,STEEL,LONG,S,3
E59,A,5,1826.232325,AQUEDUCT,1005.537628,2,N,DECK,WOOD,MEDIUM,S,5
E53,A,28,1904.232471,HIGHWAY,1283.244127,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E74,Y,47,1930.869508,WALK,1043.493468,2,G,THROUGH,STEEL,LONG,F,0
E9,A,51,1932.684374,RR,2793.111549,2,N,DECK,STEEL,MEDIUM,F,1
E35,M,17,1886.17921,HIGHWAY,2089.026411,2,G,THROUGH,STEEL,MEDIUM,F,3
E15,M,20,1839.705158,AQUEDUCT,2545.376823,2,N,THROUGH,WOOD,MEDIUM,S,5
E52,A,38.5,1959.251407,HIGHWAY,1732.555413,4,G,DECK,STEEL,MEDIUM,S-F,1
E26,O,13,1983.437061,RR,1992.471073,4,G,THROUGH,STEEL,MEDIUM,F,3
E9,A,31,1907.80413,HIGHWAY,850.004681,2,G,DECK,STEEL,MEDIUM,F,1
E26,M,20,1969.178593,AQUEDUCT,2311.15682,2,G,DECK,STEEL,MEDIUM,F,2
E34,O,21,1885.81105,RR,1720.839045,2,G,THROUGH,STEEL,MEDIUM,F,3
E29,Y,3,1927.570262,AQUEDUCT,2764.342037,4,N,THROUGH,IRON,LONG,F,0
E58,M,42,1924.055769,HIGHWAY,2659.244978,2,G,THROUGH,STEEL,MEDIUM,S,4
E99,A,28,1901.475581,HIGHWAY,2036.87452,2,G,THROUGH,STEEL,MEDIUM,F,3
E100,A,15,1891.871535,RR,2592.559676,2,G,THROUGH,STEEL,MEDIUM,F,3
E84,M,10,1889.869138,AQUEDUCT,892.567122,2,G,THROUGH,WOOD,MEDIUM,S,5
E28,Y,33,1918.8122,HIGHWAY,1669.591748,6,G,THROUGH,STEEL,LONG,F,0
E6,Y,35,1853.808946,HIGHWAY,1302.909875,1,N,THROUGH,STEEL,MEDIUM,S,0
E41,A,31,1954.363819,HIGHWAY,1427.735139,2,N,THROUGH,IRON,SHORT,F,3
E26,A,14,1912.902155,HIGHWAY,1736.679404,2,G,THROUGH,STEEL,MEDIUM,S,3
E40,A,26,1947.355293,HIGHWAY,3056.109218,4,G,DECK,STEEL,LONG,F,2
E48,A,30,1922.477863,HIGHWAY,993.989067,2,G,THROUGH,STEEL,LONG,F,1
E89,A,18,1899.302768,HIGHWAY,2222.2065,2,N,DECK,STEEL,MEDIUM,F,2
E28,A,10,1918.228054,HIGHWAY,826.706609,4,G,THROUGH,STEEL,MEDIUM,S,0
E48,M,4,1881.276362,HIGHWAY,1048.303091,2,G,THROUGH,STEEL,MEDIUM,S-F,1
E52,A,38.5,1987.117677,HIGHWAY,907.243623,4,N,THROUGH,STEEL,MEDIUM,S-F,2
E5,A,24,1821.365317,HIGHWAY,1984.276785,2,N,THROUGH,WOOD,SHORT,S,5
E52,O,15,1897.681159,RR,1108.242675,2,G,THROUGH,STEEL,MEDIUM,F,3
E51,O,28,1884.548022,HIGHWAY,1941.200522,2,G,THROUGH,STEEL,LONG,S-F,1
E85,A,30,1921.712667,HIGHWAY,2017.798371,6,G,THROUGH,STEEL,MEDIUM,F,0
E41,A,6,1953.534651,HIGHWAY,1152.439011,4,G,THROUGH,WOOD,LONG,F,2
E91,A,27,1864.937241,HIGHWAY,1582.175918,2,N,THROUGH,WOOD,SHORT,S-F,5
E78,O,3,1905.963922,HIGHWAY,1756.329888,2,G,THROUGH,STEEL,MEDIUM,F,3
E64,Y,19,1954.906722,HIGHWAY,1361.236887,4,N,THROUGH,STEEL,LONG,F,1
E87,A,39.5,1902.968254,HIGHWAY,1934.344787,2,G,THROUGH,STEEL,MEDIUM,F,3
E80,O,18,1926.917685,RR,1679.338235,2,G,DECK,STEEL,MEDIUM,F,1
E101,M,3,1880.543609,HIGHWAY,1057.916358,4,G,THROUGH,STEEL,MEDIUM,S,0
E61,O,42,1900.179196,HIGHWAY,1044.111402,4,G,THROUGH,STEEL,MEDIUM,F,3
E91,O,6,1905.086048,RR,3934.367605,2,G,DECK,STEEL,LONG,F,3
E41,M,19,1902.665595,HIGHWAY,1752.99489,2,G,THROUGH,STEEL,MEDIUM,F,3
E35,M,11,1913.741176,RR,1658.621323,2,G,THROUGH,STEEL,MEDIUM,S,3
E46,M,31,1897.232206,RR,938.908928,2,G,THROUGH,STEEL,MEDIUM,S,3
E18,A,38,1975.146158,HIGHWAY,2021.089505,4,G,THROUGH,STEEL,LONG,F,0
E91,O,21,1942.808082,HIGHWAY,1803.348904,6,G,DECK,STEEL,MEDIUM,F,0
E83,A,52,1905.173186,HIGHWAY,1329.0974,2,G,THROUGH,STEEL,MEDIUM,F,3
E13,M,23,1881.501132,WALK,1111.667216,2,G,THROUGH,STEEL,MEDIUM,S,3
E36,M,32,1889.479674,HIGHWAY,1166.751411,2,G,THROUGH,STEEL,MEDIUM,F,3
E72,M,32,1930.730786,HIGHWAY,1039.413909,2,G,THROUGH,IRON,LONG,F,1
E79,A,43,1948.028765,HIGHWAY,1282.820099,2,G,THROUGH,STEEL,SHORT,S-F,2
E88,M,16,1924.208325,HIGHWAY,1061.524018,6,G,DECK,STEEL,MEDIUM,F,0
E35,O,3,1907.344222,RR,3336.837821,2,G,THROUGH,IRON,MEDIUM,F,3
E37,A,39.5,1886.182136,HIGHWAY,1258.238484,2,G,THROUGH,STEEL,MEDIUM,S,3
E36,M,28,1871.363368,HIGHWAY,1885.379693,2,N,THROUGH,WOOD,SHORT,S,5
E87,Y,26,1911.574314,RR,1591.831896,2,G,THROUGH,STEEL,MEDIUM,F,3
E39,M,17,1962.436685,WALK,942.254715,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E45,M,17,1887.872926,HIGHWAY,1332.092056,1,G,THROUGH,STEEL,MEDIUM,S-F,3
E68,Y,33,1851.03523,AQUEDUCT,999.060136,2,N,DECK,WOOD,SHORT,S,5
E16,A,37,1891.78708,HIGHWAY,856.229249,2,G,THROUGH,STEEL,SHORT,S,5
E58,A,38,1924.620733,HIGHWAY,1964.15886,2,G,THROUGH,IRON,SHORT,S,3
E48,M,9,1970.351372,RR,1325.067513,2,G,THROUGH,IRON,MEDIUM,F,3
E42,A,23,1971.392847,HIGHWAY,1867.075016,4,N,DECK,STEEL,MEDIUM,F,2
E1,M,17,1900.673079,RR,1233.273535,2,G,DECK,STEEL,MEDIUM,F,3
E96,M,40,1901.41364,HIGHWAY,1228.37813,2,G,THROUGH,STEEL,LONG,F,1
E40,A,37,1936.731268,RR,3056.677409,4,N,DECK,STEEL,MEDIUM,S-F,2
E8,A,17,1853.557755,AQUEDUCT,1338.126166,1,N,DECK,WOOD,MEDIUM,S,5
E49,A,35,1886.520861,HIGHWAY,1603.358682,2,G,THROUGH,IRON,MEDIUM,F,3
E54,O,29,1923.7854,AQUEDUCT,1584.187329,4,G,THROUGH,STEEL,MEDIUM,F,4
E97,A,38,1924.978183,AQUEDUCT,1406.313756,2,G,THROUGH,STEEL,MEDIUM,F,0
E37,M,10,1900.536734,RR,855.178114,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E76,A,24,1929.721001,RR,1725.011227,4,G,THROUGH,STEEL,LONG,F,4
E86,M,38,1901.700318,HIGHWAY,3228.203873,6,G,THROUGH,STEEL,LONG,F,3
E69,Y,24,1952.992149,HIGHWAY,3214.931593,1,N,DECK,STEEL,SHORT,S-F,2
E33,Y,44,1889.186241,RR,873.023284,2,G,THROUGH,STEEL,MEDIUM,F,3
E89,O,3,1890.648839,HIGHWAY,935.627276,2,G,THROUGH,STEEL,MEDIUM,F,3
E12,M,31,1932.635693,HIGHWAY,1852.033847,2,G,THROUGH,STEEL,MEDIUM,F,4
E82,M,22,1909.655882,RR,938.588381,2,G,DECK,STEEL,MEDIUM,F,3
E59,A,30,1888.381216,HIGHWAY,952.782761,2,G,DECK,STEEL,LONG,F,4
E12,A,37,1916.354249,RR,3168.682016,2,G,THROUGH,IRON,MEDIUM,F,3
E56,A,32,1849.836009,HIGHWAY,1040.486766,1,N,THROUGH,WOOD,SHORT,S,5
E81,A,42,1928.059842,HIGHWAY,2184.763332,4,G,THROUGH,STEEL,LONG,F,2
E67,A,15,1927.295207,HIGHWAY,1953.795888,6,G,THROUGH,STEEL,LONG,F,0
E83,O,47,1974.123163,HIGHWAY,982.017181,4,G,THROUGH,STEEL,LONG,F,0
E105,M,13,1905.40172,HIGHWAY,2256.144322,2,G,THROUGH,STEEL,LONG,F,3
E31,M,19,1848.586311,RR,1015.96506,2,G,THROUGH,STEEL,LONG,F,3
E33,A,31,1890.695185,HIGHWAY,1806.642264,2,G,DECK,STEEL,LONG,F,3
E63,M,17,1885.723584,RR,1053.175493,2,G,THROUGH,STEEL,MEDIUM,F,3
E94,A,29,1887.747508,HIGHWAY,1582.329429,2,G,THROUGH,STEEL,MEDIUM,S,3
E20,A,3,1835.368025,HIGHWAY,1014.757933,1,G,THROUGH,WOOD,SHORT,S,5
E10,A,12,1901.969808,HIGHWAY,1322.052478,2,G,DECK,STEEL,MEDIUM,S,5
E108,O,26,1929.310512,HIGHWAY,919.641481,4,N,THROUGH,STEEL,MEDIUM,S,0
E35,M,23,1841.132401,HIGHWAY,1425.197105,2,N,THROUGH,WOOD,MEDIUM,S,5
E97,A,32,1858.185614,HIGHWAY,1005.68716,2,N,THROUGH,IRON,LONG,S,5
E17,A,32,1928.890343,HIGHWAY,2963.406426,4,N,DECK,STEEL,MEDIUM,S-F,2
E10,A,29,1868.596322,AQUEDUCT,1866.781481,1,N,THROUGH,WOOD,MEDIUM,S,5
E18,O,11,1902.573413,RR,1730.795357,2,G,THROUGH,STEEL,MEDIUM,F,3
E28,O,33,1905.133077,HIGHWAY,953.154464,2,G,THROUGH,STEEL,MEDIUM,F,3
E97,O,30,1938.99297,RR,1906.709845,2,G,DECK,STEEL,LONG,S-F,1
E96,A,34,1967.228147,RR,2289.390804,2,G,THROUGH,STEEL,MEDIUM,F,3
E90,O,31,1962.131288,HIGHWAY,1616.333085,6,G,THROUGH,STEEL,MEDIUM,F,0
E50,A,11,1903.564947,RR,3363.916335,2,G,THROUGH,IRON,MEDIUM,S-F,3
E105,O,46,1931.943285,HIGHWAY,1586.88454,4,N,THROUGH,WOOD,LONG,F,1
E8,A,36,1833.047505,RR,854.137818,1,N,THROUGH,IRON,MEDIUM,S-F,4
E56,M,6,1896.186244,HIGHWAY,1664.449171,2,G,THROUGH,STEEL,LONG,F,3
E75,A,38,1965.761905,AQUEDUCT,1250.967439,4,G,DECK,STEEL,LONG,F,0
E13,M,14,1919.466404,HIGHWAY,3197.731961,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E100,A,32,1884.199398,HIGHWAY,1919.750264,2,G,THROUGH,STEEL,LONG,S,3
E45,O,11,1968.683119,RR,1656.842434,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E33,A,38.5,1944.63803,WALK,818.200891,6,G,DECK,STEEL,LONG,F,2
E62,O,42,1923.153773,HIGHWAY,1243.008742,2,G,THROUGH,STEEL,MEDIUM,S,0
E13,M,25,1945.370025,HIGHWAY,3514.79328,4,G,DECK,STEEL,LONG,F,2
E17,A,51,1861.208903,HIGHWAY,949.392032,4,N,THROUGH,STEEL,MEDIUM,S-F,4
E86,A,37,1888.834046,HIGHWAY,1241.385406,4,G,THROUGH,STEEL,LONG,F,0
E53,A,49,1869.923222,RR,1949.088396,2,N,THROUGH,WOOD,MEDIUM,S,5
E41,M,10,1901.45302,RR,1241.691289,2,G,THROUGH,STEEL,MEDIUM,F,3
E93,A,37,1927.875793,HIGHWAY,1003.003261,2,G,THROUGH,STEEL,MEDIUM,F,4
E93,O,44,1858.179691,HIGHWAY,994.119545,2,N,THROUGH,IRON,SHORT,S-F,4
E2,M,18,1881.964789,HIGHWAY,1998.736768,2,G,THROUGH,STEEL,MEDIUM,F,3
E85,M,8,1902.601026,HIGHWAY,1357.673503,2,G,THROUGH,STEEL,MEDIUM,S,3
E67,M,12,1952.687055,HIGHWAY,2614.884457,2,N,THROUGH,WOOD,MEDIUM,F,3
E10,A,38.5,1949.106325,HIGHWAY,1053.946409,4,G,DECK,STEEL,SHORT,S,2
E62,M,35,1909.840743,RR,2343.204052,2,G,DECK,STEEL,MEDIUM,S-F,1
E27,O,48,1890.799321,HIGHWAY,3617.830775,6,G,THROUGH,STEEL,LONG,F,1
E58,M,16,1905.631493,RR,1714.379783,2,G,THROUGH,STEEL,LONG,F,3
E78,M,11,1898.733011,HIGHWAY,2028.8129,2,G,THROUGH,STEEL,LONG,F,4
E70,M,1,1885.362485,HIGHWAY,4248.847956,2,G,THROUGH,STEEL,MEDIUM,F,3
E47,M,2,1884.415886,HIGHWAY,1533.469424,2,G,THROUGH,STEEL,MEDIUM,S,3
E93,M,10,1856.669263,RR,1587.937098,2,G,THROUGH,STEEL,LONG,F,1
E96,M,10,1888.031731,HIGHWAY,1575.585705,2,G,THROUGH,STEEL,MEDIUM,S,3
E88,O,34,1940.342711,HIGHWAY,910.715118,4,G,THROUGH,STEEL,MEDIUM,F,0
E107,M,41,1938.074898,HIGHWAY,1702.347091,2,G,THROUGH,STEEL,SHORT,S-F,4
E21,M,26,1955.730303,HIGHWAY,2579.899553,4,G,DECK,STEEL,LONG,F,2
E22,M,11,1906.492009,RR,1859.596043,2,G,THROUGH,STEEL,MEDIUM,F,3
E92,M,20,1899.590637,HIGHWAY,1041.932144,2,G,THROUGH,STEEL,LONG,F,1
E8,M,27,1904.69711,HIGHWAY,2732.444303,2,G,THROUGH,STEEL,LONG,F,1
E14,M,2,1930.862513,HIGHWAY,987.123427,1,G,DECK,STEEL,LONG,F,0
E98,A,37,1901.85544,HIGHWAY,1824.588398,2,G,THROUGH,STEEL,LONG,F,3
E18,O,13,1926.284552,HIGHWAY,1416.832973,2,N,THROUGH,IRON,MEDIUM,F,1
E108,A,27,1929.764183,HIGHWAY,1025.924625,2,G,THROUGH,STEEL,MEDIUM,F,4
E63,A,25,1885.393261,HIGHWAY,915.07598,2,G,THROUGH,STEEL,MEDIUM,F,3
E37,O,42,1901.758299,HIGHWAY,892.203659,2,G,THROUGH,IRON,MEDIUM,F,3
E12,A,29,1892.091302,HIGHWAY,2682.486404,4,G,THROUGH,STEEL,LONG,F,0
E48,O,18,1915.829819,HIGHWAY,1892.009295,2,G,THROUGH,STEEL,MEDIUM,F,3
E64,M,41,1842.569443,RR,1271.585433,2,N,THROUGH,WOOD,SHORT,S-F,5
E20,A,29,1835.995694,HIGHWAY,1035.096301,1,N,THROUGH,WOOD,MEDIUM,S,5
E45,M,13,1887.910967,HIGHWAY,1012.752614,2,G,THROUGH,STEEL,MEDIUM,F,3
E60,A,44,1886.61145,HIGHWAY,1051.579296,2,G,THROUGH,STEEL,MEDIUM,F,3
E17,M,15,1905.217408,RR,1320.538786,4,G,THROUGH,STEEL,MEDIUM,S-F,3
E99,O,17,1920.566944,RR,1020.105061,2,G,THROUGH,IRON,SHORT,S,3
E107N,Y,28,1885.761021,HIGHWAY,1359.18555,2,G,THROUGH,STEEL,MEDIUM,F,3
E51,A,19,1892.495188,HIGHWAY,1039.416396,1,N,THROUGH,WOOD,SHORT,S,5
E62,A,37,1856.646217,RR,3874.117739,1,N,THROUGH,WOOD,SHORT,S-F,5
E62,M,39.5,1869.889584,WALK,1862.006844,2,N,THROUGH,IRON,SHORT,S,4
E94,M,7,1927.796305,HIGHWAY,1011.53559,1,N,THROUGH,STEEL,LONG,F,0
E69,A,8,1926.569522,HIGHWAY,1119.336285,4,G,THROUGH,STEEL,MEDIUM,F,4
E82,M,4,1854.488278,HIGHWAY,2478.621269,2,N,DECK,WOOD,MEDIUM,F,5
E99,A,32,1890.223435,RR,876.855864,2,G,THROUGH,STEEL,MEDIUM,F,3
E61,Y,42,1896.522046,RR,1802.706153,2,G,THROUGH,STEEL,LONG,F,3
E82,O,11,1929.216262,HIGHWAY,1003.489029,2,N,THROUGH,STEEL,MEDIUM,S-F,2
E23,A,43,1930.00088,HIGHWAY,1691.350825,4,N,DECK,STEEL,MEDIUM,S-F,2
E100,M,33,1842.113331,AQUEDUCT,1290.319783,4,N,THROUGH,WOOD,SHORT,S,5
E36,M,20,1889.449085,AQUEDUCT,913.529414,2,G,THROUGH,STEEL,MEDIUM,S,3
E66,M,18,1850.430788,HIGHWAY,1811.827063,2,N,THROUGH,WOOD,MEDIUM,S-F,5
E17,A,24,1856.979972,HIGHWAY,870.569899,2,N,THROUGH,WOOD,MEDIUM,S,5
E17,M,51,1909.188976,HIGHWAY,1651.708996,4,G,THROUGH,STEEL,MEDIUM,F,3
E81,A,16,1922.892612,HIGHWAY,1026.241238,4,G,THROUGH,STEEL,MEDIUM,S-F,4
E102,A,17,1929.915983,HIGHWAY,809.082683,2,G,THROUGH,STEEL,MEDIUM,S-F,4
E67,A,9,1963.986514,HIGHWAY,1816.834649,2,G,THROUGH,STEEL,MEDIUM,F,3
E92,A,26,1886.330941,HIGHWAY,994.656511,2,G,THROUGH,STEEL,MEDIUM,F,3
E63,M,46,1894.898518,RR,1237.771966,2,G,THROUGH,STEEL,MEDIUM,F,3
E50,O,12,1921.177686,RR,4144.688523,4,G,THROUGH,STEEL,LONG,F,1
E100,M,33,1891.63883,RR,868.418207,2,G,THROUGH,STEEL,MEDIUM,S,3
E10,A,49,1949.24603,HIGHWAY,3720.201439,2,G,THROUGH,STEEL,MEDIUM,F,2
E7,A,38.5,1885.801056,AQUEDUCT,1739.541652,2,N,THROUGH,WOOD,MEDIUM,S,5
E13,M,22,1898.534424,RR,1112.950157,2,G,THROUGH,STEEL,LONG,F,4
E84,O,28,1917.238576,HIGHWAY,2069.264876,4,G,DECK,STEEL,MEDIUM,F,1
E32,A,12,1886.759093,HIGHWAY,894.649564,2,G,THROUGH,STEEL,LONG,F,4
E71,A,30,1953.48356,RR,1229.732062,2,G,THROUGH,STEEL,LONG,F,3
E63,M,9,1886.081917,HIGHWAY,2778.713872,2,G,THROUGH,STEEL,MEDIUM,F,3
E52,O,43,1966.519913,HIGHWAY,1911.206421,2,G,DECK,STEEL,MEDIUM,S-F,1
E38,Y,12,1893.390542,RR,948.837138,2,G,THROUGH,STEEL,LONG,F,3
E52,Y,42,1908.548554,RR,1423.827475,2,G,THROUGH,IRON,SHORT,S,3
E56,A,39,1890.882098,RR,936.648353,2,G,THROUGH,STEEL,MEDIUM,F,3
E18,A,11,1938.183503,HIGHWAY,1685.570134,2,G,THROUGH,STEEL,MEDIUM,S,3
E81,A,52,1870.378596,HIGHWAY,1805.576526,4,N,DECK,WOOD,MEDIUM,S,5
E107N,M,17,1960.534111,HIGHWAY,2792.49276,2,G,THROUGH,STEEL,LONG,F,3
E108,A,33,1910.101621,HIGHWAY,2814.332108,4,G,DECK,STEEL,MEDIUM,S-F,2
E14,A,21,1928.386855,AQUEDUCT,961.293272,4,G,THROUGH,STEEL,LONG,S-F,4
E89,A,24,1965.372084,RR,3848.032449,2,G,THROUGH,STEEL,MEDIUM,S,3
E29,A,46,1857.342571,HIGHWAY,1075.177964,1,N,DECK,WOOD,MEDIUM,S,5
E11,A,25,1854.585316,HIGHWAY,1008.420122,2,N,THROUGH,WOOD,SHORT,S,5
E95,A,37,1932.730917,HIGHWAY,974.615468,2,G,THROUGH,STEEL,LONG,S,4
E38,M,11,1868.208203,HIGHWAY,3316.029921,4,G,THROUGH,STEEL,MEDIUM,F,3
E60,M,4,1893.264275,RR,1051.064337,2,G,THROUGH,STEEL,MEDIUM,F,3
E27,M,10,1886.345648,RR,1379.886417,2,G,THROUGH,STEEL,LONG,F,3
E102,A,32,1950.085332,HIGHWAY,1764.949252,6,G,DECK,STEEL,MEDIUM,S-F,2
E21,M,2,1888.038225,AQUEDUCT,1043.666983,2,G,DECK,STEEL,SHORT,F,0
E21,A,8,1905.869694,RR,1993.323832,2,G,THROUGH,IRON,MEDIUM,S-F,3
E22,M,12,1942.470826,HIGHWAY,3303.244484,1,N,THROUGH,STEEL,LONG,F,2
E26,A,17,1896.769093,HIGHWAY,2074.652545,2,G,THROUGH,STEEL,MEDIUM,S,3
E17,A,31,1845.310344,RR,858.149453,2,N,THROUGH,IRON,LONG,S,3
E92,M,45,1964.032482,RR,1837.750207,2,G,THROUGH,STEEL,MEDIUM,S,3
E107N,M,2,1899.241503,HIGHWAY,1638.57148,2,G,DECK,STEEL,LONG,F,3
E66,A,39.5,1922.687958,HIGHWAY,1020.199499,4,G,THROUGH,STEEL,LONG,F,1
E87,A,17,1948.817905,HIGHWAY,881.973767,6,G,THROUGH,STEEL,LONG,F,0
E27,M,34,1899.230858,HIGHWAY,1174.514738,2,G,THROUGH,STEEL,LONG,F,3
E105,A,29,1884.871005,HIGHWAY,997.500875,1,G,THROUGH,STEEL,LONG,F,4
E5,O,21,1936.622795,RR,1945.928482,2,G,DECK,STEEL,LONG,F,3
E61,A,32,1884.842096,HIGHWAY,1924.230148,4,G,THROUGH,STEEL,SHORT,S,0
E63,M,26,1898.139133,HIGHWAY,1239.277119,2,G,THROUGH,STEEL,LONG,F,3
E32,M,4,1943.993546,HIGHWAY,1048.143291,4,G,THROUGH,STEEL,MEDIUM,S,0
E63,M,9,1906.150159,HIGHWAY,1595.237985,2,G,THROUGH,IRON,SHORT,F,3
E74,A,31,1914.223679,HIGHWAY,2148.052841,2,G,THROUGH,STEEL,MEDIUM,F,3
E35,M,22,1885.531737,RR,1904.619407,2,G,THROUGH,STEEL,MEDIUM,F,3
E73,A,39,1842.642064,HIGHWAY,1000.780739,2,N,THROUGH,WOOD,SHORT,S-F,5
E30,Y,21,1974.617658,HIGHWAY,2793.406709,2,G,THROUGH,STEEL,MEDIUM,F,3
E18,M,52,1847.476169,HIGHWAY,950.778591,2,G,THROUGH,STEEL,LONG,F,3
E2,A,29,1933.395238,HIGHWAY,1233.11093,6,G,THROUGH,STEEL,MEDIUM,S-F,0
E47,O,45,1913.978641,HIGHWAY,1516.784569,2,G,THROUGH,STEEL,LONG,F,3
E99,M,4,1852.785523,HIGHWAY,1137.604189,2,N,THROUGH,IRON,MEDIUM,S-F,3
E13,A,35,1906.651617,HIGHWAY,1197.751118,2,G,THROUGH,STEEL,MEDIUM,S,3
E89,M,6,1910.106727,RR,5049.102094,2,G,THROUGH,STEEL,MEDIUM,F,3
E3,M,6,1842.645159,RR,1245.824253,4,N,THROUGH,WOOD,MEDIUM,S,5
E83,Y,2,1931.551386,HIGHWAY,1691.996637,6,G,THROUGH,STEEL,MEDIUM,F,0
E13,M,11,1912.076744,HIGHWAY,1804.213849,2,G,THROUGH,STEEL,MEDIUM,S,3
E92,M,17,1932.534052,RR,1164.163006,1,G,THROUGH,STEEL,MEDIUM,S-F,3
E38,A,52,1947.389692,HIGHWAY,1965.702516,4,G,DECK,STEEL,LONG,F,2
E74,M,27,1907.493645,HIGHWAY,1768.460248,2,G,THROUGH,STEEL,MEDIUM,F,3
E29,M,33,1896.463495,HIGHWAY,1413.19289,2,G,THROUGH,STEEL,MEDIUM,F,4
E2,M,33,1924.224568,HIGHWAY,1070.522783,6,N,THROUGH,IRON,MEDIUM,S,0
E77,M,4,1927.476309,HIGHWAY,991.567223,2,G,THROUGH,STEEL,LONG,F,0
E13,M,42,1946.573632,HIGHWAY,1019.883115,2,G,THROUGH,STEEL,LONG,F,0
E53,M,15,1884.842984,HIGHWAY,1855.733861,2,N,THROUGH,WOOD,MEDIUM,S,5
E56,M,11,1908.697358,HIGHWAY,1173.218613,2,G,THROUGH,IRON,MEDIUM,F,3
