history,session,label
303,elm iq ph <1> ph <3> more <1> ls -al ls -a vi <1> finger <1> finger <1> elm finger <1> finger <1> finger finger <1> finger <1> mail <1> ls finger <1> finger <1> finger <1> elm fg,0
304,ps -aux | grep <1> kill <1> elm finger <1> mail <1> fg finger <1> cls fg exit,0
305,elm rm <1> ps -aux | grep <1> kill -9 <1> elm elm talk <1> elm fg finger <1> fg elm rlogin <1> finger <1> fg,0
306,exit,0
307,elm rlogin -l <2> exit,0
308,quota -v ls ll <1> ll <1> quit exit,0
309,rwho | more who ls cd <1> finger <1> ftp <1> ls vi <1> ls vi <1> ls vi <1> vi <1>,0
310,cd <1> ls mv <2> mv <2> vi <1> ls vi <1> ls vi <1> :q ls cd elm rm <1> ps -aux | grep <1> kill -9 <1> kill <1> kill -9 <1> ps -aux | grep <1> kill -9 <1> elm exit,0
311,ls cd <1> ls vi <1> exit,0
312,cd <1> ls vi <1> vi <1> lp -d <2> lpq -Pmsl21 mail exit,0
313,ls cd <1> ll lp -dmsl21 -n19 <1> lp -dmsl23 <1> lwinfo <1> lwinfo <1> ls lp -dmsl23 -n9 <1> lpq -Pmsl23 man <1> ls exit,0
314,elm exit,0
315,exit,0
316,ls weather rlogin -l <2> elm exit,0
317,elm finger <1> exit,0
318,ssinfo exit,0
319,exit,0
321,exit,0
322,elm exit,0
323,ls exit,0
324,elm finger <1> exit,0
325,exit,0
326,elm finger <1> elm rlogin -l <2> exit,0
327,elm exit,0
328,elm elm exit,0
329,exit,0
330,elm finger <1> date finger <1> finger <1> mail <1> finger <1> exit,0
331,elm exit,0
332,elm finger <1> exit,0
333,finger <1> date finger <1> exit,0
334,exit,0
335,exit,0
336,exit,0
337,exit,0
338,elm exit,0
339,elm finger <1> date rlogin -l <2> elm fg exit,0
340,elm exit,0
341,exit,0
342,finger <1> date ssinfo rlogin <1> rlogin <1> finger <1> finger <1> finger <1> finger <1> date exit,0
343,elm finger <1> talk <1> elm exit,0
344,elm exit,0
345,elm exit,0
346,exit,0
347,exit,0
348,finger <1> rlogin <1> exit,0
349,finger <1> elm exit,0
350,elm rlogin <1> exit fg exit,0
351,ls cd <1> ls vi <1> ls,0
352,elm finger <1> elm fg exit,0
353,elm exit,0
354,elm exit,0
355,ls cd <1> ls vi <1> chmod <2> vi <1> exit,0
356,cd <1> ls chmod <2> vi <1> exit,0
357,cd <1> ls vi <1> exit,0
358,finger finger <1> exit,0
359,finger <1> ls ls <1> cat <1> cat <1> mail <1> cat <1> rm -f <1> rm -f <1> rm -rf <1> mv <2> mkdir <1> cd <1> tar <3> cd uuencode <2> > <1> ls <1> ll <1> mailx -s <2> < <1> quota -v rlogin <1> who finger <1> finger <1> finger <1> who exit,0
360,elm exit,0
361,ssinfo rlogin <1> ping ping <1> exit,0
362,exit,0
363,elm finger <1> cal finger <1> date elm date exit,0
364,elm -f <1> ls ftp <1> quit exit,0
365,exit,0
366,ls cd <1> ls ll cd <1> ls ls <1> more <1> more <1> cls exit,0
367,cd <1> rlogin <1> elm exit,0
368,elm who rwho | more finger <1> finger <1> finger <1> exit,0
369,finger <1> exit,0
370,elm exit,0
371,elm exit,0
372,finger <1> finger <1> finger <1> elm ls elm ph exit fg exit,0
373,cd <1> vi <1> cd exit,0
374,date elm rlogin <1> fg,0
375,ps -ef | grep <1> ps -aux | grep <1> elm rm <1> elm elm exit,0
376,exit,0
377,elm exit,0
378,exit,0
379,elm exit,0
380,exit,0
381,exit,0
382,who ls cat <1> rm -f <1> rm -f <1> rm -rf <1> mv <2> mkdir <1> cd <1> tar <3> cd uuencode <2> > <1> mailx -s <2> < <1> rlogin <1> finger <1> elm exit,0
383,elm exit,0
384,mail <1> exit,0
385,elm cd <1> ls vi <1> vi <1> exit,0
386,cd <1> ls cd <1> ls cd <1> ls vi <1> ls ls <1> vi <1> cls ls <1>,0
387,exit,0
388,elm exit,0
389,elm exit,0
390,exit,0
391,ls more <1> rmt ls mv <2> more <1> ls more <1> rm <1> ls quota -v more <1> ls cd <1> ls ls more <1> rm <1> cd <1> ls more <1> rm <1> more <1> ls exit,0
392,vi <1> elm exit,0
393,elm exit,0
394,elm elm elm vi <1> man <1> ls vi <1> mail <1> < <1> rm <1> ls elm fg date fg exit,0
395,ls cd <1> ls cd <1> ls vi <1> exit,0
396,mail <1> elm exit,0
397,exit,0
398,exit,0
399,elm exit,0
400,mail <1> elm finger <1> uptime ruptime uptime ruptime finger <1> finger <1> finger <1> finger <1> exit fg exit,0
401,cd <1> ls vi <1> exit,0
402,cd <1> vi <1> exit,0
403,elm exit,0
404,elm exit,0
405,ssinfo finger <1> date elm finger <1> ls cat <1> rm -f <1> rm -f <1> rm -rf <1> mv <2> mkdir <1> cd <1> tar <3> cd uuencode <2> > <1> mailx -s <2> < <1> mailx <1> exit fg exit,0
406,cd <1> ls vi <1> vi <1> exit,0
407,cd <1> ls cd <1> ls ls chmod <2>,0
408,mail <1> elm,0
409,elm exit,0
410,talk <1> ls cd <1> ls cp <2> vi <1> vi <1> vi <1> cp <2> vi <1> exit,0
411,ls cd <1> cd <1> ls cd <1> ls quota quota -v mkdir <1> mv <2> mv <2> mv <2> mv <2> mv <2> mv <2> mv <2> ls mkdir <1> mv <2> mv <2> mv <2> mv <2> mv <2> mv <2> ls mv <2> mv <2> ls ls cd <1> ls exit,0
412,elm finger <1> fg finger <1> date fg cd <1> ls chmod <2> ll <1> chmod <2> vi <1> fg vi <1> fg,0
413,ls cd <1> ll cd <1> ls ll chmod <2> chmod <2> ls,0
414,elm exit,0
415,elm exit,0
416,elm exit,0
417,elm exit,0
418,exit,0
419,alias <1> elm exit,0
420,elm exit,0
421,elm exit,0
422,elm exit,0
423,elm cd <1> ls quota -v elm -f <1> elm cp <2> rm <1> elm exit,0
424,elm exit,0
425,elm exit,0
426,qutoa -v quota -v ls elm exit,0
427,elm exit,0
428,elm ssinfo fg exit,0
429,finger <1> finger <1> finger <1> elm exit,0
430,elm elm finger <1> finger <1> finger <1> cls ls ph <2> ph <2> cls ph <2> ssinfo exit,0
431,elm ls finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> ls cls,0
432,ssinfo,0
433,exit,0
434,ls lsa ls cd <1> ls cd <1> lsa vi <1> cp <2> ll <1> elm finger <1> exit,0
435,elm finger <1> fg rlogin <1> ssinfo exit,0
436,exit,0
437,elm exit,0
438,elm exit,0
439,lwinfo <1> lwinfo <1> lwinfo <1> lwinfo <1> cd <1> ll chmod <2> elm exit,0
440,elm exit,0
441,elm whereis <1> whence <1> where <1> finger <1> finger <1> mail <1> whereis <1> cd <1> ls cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> ls ls ls | mre ls | more man <1> cd <1> ls cd <1> ls ls | more ls cd <1> ls cd <1> ls cd <1> ls | more cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> ls ls | more cd <1> ls mail <1> ls cd <1> s ls cd <1> cd <1> ls cd <1> ls whereis <1> whereis <1> elm whereis <1> ls cd ls whereis <1> ls <1> cat <1> rm -f <1> rm -f <1> rm -rf <1> mv <2> mkdir <1> cd <1> tar <3> cd uuencode <2> > <1> mailx -s <2> < <1> elm whereis <1> cd <1> ls <1> ls <1> ssinfo alias <1> lwinfo lwinfo <1> lwinfo <1> lwpages lwinfo <1> elm lwinfo <1> fg exit,0
442,elm finger <1> finger <1> elm exit,0
443,elm cd <1> ls ls <1> cd <1> cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> rlogin <1> exit,0
444,ls vi <1> source <1> source <1> acroread,0
445,cd <1> ls cd <1> ls cd <1> ls source <1> cd source <1> source <1> cd <1> ls man <1> man <1> lpq -Pmsl22 man <1> cancel <1> lpq -Pmsl22 cancel <1> cancel <1> man <1> man <1> cancel -u <1> lpq -Pmsl20 lpq -Pmsl20 lwinfo <1> lpq -Pmsl20 lpq -Pmsl20,0
446,rlogin <1> exit,0
447,elm exit,0
448,elm,0
449,elm,0
450,elm ls elm finger <1> vi <1> exit,0
451,elm elm elm exit,0
452,elm lp -dmsl21 <1> lpq -P <1> cancel <1> lp -dmsl23 lpq -Pmsl23 lp -d <2> lpq -Pmsl23 lpq -Pmsl22 finger <1> finger <1> exit,0
453,lpq -Pmsl22 lpq -Pmsl23 cancel <1> lpq -Pmsl21 lp -dmsl21 <1> lpq -Pmsl21 lpq -Pmsl21 date lpq -Pmsl21 lpq -Pmsl21 lpq -Pmsl21 cancel <1> cancel <1> lpq -Pmsl21 lpq -Pmsl21 lpq -Pmsl21 lpq -Pmsl21 lpq -Pmsl21 cancel <1> exit,0
454,elm lpq -Pmsl21 lpq -Pmsl20 lpq -Pmsl22 lpq -Pmsl23 vi <1> lp -d <2> lpq -Pmsl22 lpq -Pmsl23 lpq -Pmsl22 finger <1> mail <1> date ls elm exit,0
455,elm finger <1> finger <1> finger <1> finger <1> chfg chfn exit,0
456,elm finger <1> fg vi <1> rm <1> vi <1> fg ls vi <1> fg exit,0
457,source <1> source <1> rlogin ` <1>,0
458,elm finger <1> finger <1> finger <1> uptime finger finger <1> finger <1> finger <1> ruptime ls elm fg cd <1> ls ll cd alias | more more <1> more <1> quota -v elm elm elm elm cd <1> vi <1> exit,0
459,source <1> source <1> source <1> ruptime | more finger <1> finger <1> finger <1> finger <1> finger <1> rlogin <1> 1 more <1> more <1> more <1> finger <1> finger <1> finger <1> ls lwinfo <1> lwinfo <1> lwinfo <1> ls vi <1> ls alias alias | more enscript -2rG -dmsl22 <1> lpq -Pmsl22 lpq -Pmsl23 xlock lwinfo <1> lwinfo <1> lwinfo <1> lwinfo <1> ls <1> vi <1> quota -v ruptime man <1> man <1> ls cd <1> ls cd <1> ls cd <1> ls vi <1> vi <1> back back cd man ` <1>,0
460,rlogin <1> xterm rlogin <1> xhost xhost <1> rlogin <1>,0
461,exit,0
462,netscape,0
463,source <1> source <1> ls rm <1> rm <1> more <1> rm <1> ls more <1> rm <1> ls rm <1> more <1> ls more <1> ls quota quota -v vi <1> rlogin <1>,0
464,finger <1> exit,0
465,rlogin <1> exit,0
466,elm ls finger <1> finger <1> mail <1> rm <1> ls date ll <1> exit,0
467,elm exit,0
468,ssinfo thor thorplus alias exit,0
469,exit,0
470,elm vi <1> alias enscript -2rG -dmsl20 <1> finger <1> finger <1> alias <1> fg finger <1> exit,0
471,elm finger <1> fg ls cd <1> ls cd <1> ls cd <1> ls diff <2> cd <1> cd <1> ls cd <1> cd <1> ls cd <1> cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> cd <1> ls ls cd <1> cd <1> cd <1> ls elm fg finger <1> fg cd <1> ls cd <1> ls ll ll <1> cd <1> ll fg more <1> more <1> rm <1> vi <1> rm <1> vi <1> more <1> ls <1> ls more <1> rm <1> more <1> ftp <1> elm fg ll chgrp <1> chgrp <2> ls ls finger <1> chgrp <2> chgrp <2> vi <1> more <1> more <1> rm <1> more <1> vi <1> more <1> rm <1> quota -v cd <1> ll cd <1> ll ls elm fg exit,0
472,elm exit,0
473,elm exit,0
474,elm finger <1> finger <1> finger <1> finger <1> fg finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> ls finger <1> ls finger <1> fg finger <1> finger <1> finger <1> fg cd <1> ls ll cd <1> ls cd <1> cd <1> cd <1> ls ll cd <1> ls ll more <1> cd <1> ls cd <1> ls cd cd <1> ls cd <1> ls cd <1> ls cp <2> vi <1> fg ls fg exit,0
475,ls exit,0
476,exit,0
477,vi <1> finger <1> exit,0
478,elm ruptime finger rlogin <1> fg elm elm exit,0
479,ls cd <1> ls lp -dme244hp1 <1> lp -dme244hp2 <1> rm <1> rm <1> exit,0
480,mail cd <1> ls ftp <1> ls rm <1> rm <1> exit,0
481,lpq -Pme244hp lpq -Pme244hp man <1> ls finger <1> finger <1> mail <1> finger <1> finger <1> finger <1> date date date,0
482,ls cd <1> ls exit,0
483,elm ls rlogin <1> ls cd <1> ls ll lp -dlaebb280hp1 <1> lp -d <2> lp -d <2> ls rm <1> rm <1> exit,0
485,finger <1> exit,0
486,exit,0
487,exit,0
488,elm exit,0
489,finger <1> vi <1> cls r <1> elm exit,0
490,finger <1> elm exit,0
491,elm exit,0
492,elm rlogin <1> fg vi <1> elm fg ls quota -v cp <2> quota -v ls rm <1> exit,0
493,ls cd <1> ls ftp <1> exit,0
494,ls vi <1> vi <1> finger <1> finger <1> finger <1> finger <1> finger <1> exit,0
495,elm finger <1> elm exit,0
496,finger <1> finger <1> finger <1> finger <1> exit,0
497,whereis <1> xhost whence <1> exit,0
498,source <1> source <1> acroread acroread & finger <1> finger <1> lpq -Pmsl22 lpq -Pmsl20 lpq -Pmsl21 lpq -Pmsl21 lpq -Pmsl20 finger <1> finger <1> exit,0
499,source <1> source <1> ls mail <1> exit,0
500,elm exit,0
501,elm exit,0
502,ls cd <1> ls vi <1> ls exit,0
503,vi <1> cd <1> vi <1> exit,0
504,elm exit,0
505,ls -a cd <1> ls ll cd <1> ls -l ls -a quota -v exit,0
506,elm exit,0
507,elm exit,0
508,elm exit,0
509,elm exitexit exit,0
510,source <1> source <1> uptime finger ps -ef | more ps -aux | more rlogin <1> me uptime exit,0
511,uptime finger finger <1> rlogin <1> ls exit,0
512,elm exit,0
513,source <1> source <1> rlogin <1> exit,0
514,source <1> source <1> ls rm <1> xhost whereis <1> xhost <1> rlogin <1> exit,0
515,rlogin <1>,0
516,finger <1> elm lpq -Pmsl2 ftp <1> ls wc <1> lp -d <2> cancel <1> fg alias <1> ls unalias <1> alias alias | more enscript -h enscript -rG -dmsl21 <1> enscript -G -dmsl21 <1> elm ls wc <1> enscript -G -dmsl21 <1> enscript -2rG -dmsl21 <1> fg elm ls cancel <1> lpq -Pmsl22 cancel <1> lpq -Pmsl22 cancel <1> fg,0
517,rlogin <1> exit,0
518,ruptime ps -aux | more kill -9 <1> source <1> ssource <1> source <1> netscape,0
519,elm ls cp <2> ftp <1> finger date elm finger <1> fg finger <1> finger <1> fg exit,0
520,elm fin finger <1> ls diff <2> rm <1> exit,0
521,elm exit,0
522,elm cd <1> cd <1> vi <1> ls cd <1> cd <1> ls ll elm cd <1> cd <1> ls cd <1> chmod <2> cd <1> cd cd <1> chmod <2> vi <1> ls chmod <2> cd <1> chmod <2> ls cp <2> quota -v ls finger <1> exit,0
523,source <1> source <1> uptime finger finger <1> ruptime | more ls elm ls cd <1> ls ll <1> cd rlogin <1> rlogin <1> exit,0
524,elm elm ls ls -a vi <1> mkdir <1> exit fg ls <1> exit,0
525,source <1> source <1> source <1> xhost <1> rlogin <1> exit,0
526,source <1> source <1> netscape exit,0
527,source <1> source <1> cd <1> cd <1> ls cd <1> ls cd <1> ls ll xlock uptime who xlock finger <1> cls cd whereis <1> rlogin <1> ls whence <1> alias <1> unalias <1> rm <1> rlogin <1> xhost <1> rlogin <1> xlock man <1> cd <1> ls vi <1> exit,0
528,ls ls <1> cat <1> cat <1> rm -f <1> rm -f <1> rm -rf <1> mv <2> cd <1> tar <3> cd uuencode <2> > <1> mailx -s <2> < <1> elm ftp <1> enscript_msl21 <1> ls <1> rm <1> fg man <1> fg cd <1> ls vi <1> fg elm elm exit,0
529,lpq -Pmsl21 cancel <1> cancel <1> ftp <1> cat <1> cat <1> | more enscript -dmsl23 <1> exit,0
530,who setenv <2> netscape &,0
531,rlogin <1>,0
532,elm exit,0
533,elm lpq -Pmsl21 lpq -Pmsl20 lwinfo <1> lwpages fg date exit,0
534,elm ssinfo fg ls cd <1> ls vi <1> fg vi <1> fg finger <1> finger <1> finger <1> vi <1> ls ls fg vi <1> cd fg cd <1> ll cd <1> ll exit fg cd fg exit,0
535,elm finger <1> finger <1> ls cd <1> ls vi <1> lpq -Pmsl22 lpq -Pmsl23 lpq -Pmsl22 exit fg exit,0
536,elm finger <1> rlogin <1> fg ls gunzip <1> ls quot <1> quota -v elm -f <1> fg elm cat <1> fg elm finger <1> fg ver version rlogin <1> fg ls cd <1> ls vi <1> fg ls j vi <1>,0
537,exit,0
538,elm exit,0
539,elm set <3> elm ls cd <1> ls vi <1> exit,0
540,elm exit,0
541,mail exit,0
542,cd <1> ls vi <1> elm -f <1> cd <1> ls cd <1> ls exit,0
543,elm exit,0
544,elm exit,0
545,set <3> elm set <3> elm elm exit,0
546,elm exit,0
547,elm exit,0
548,elm ls rm <1> rm <1> rm <1> more <1> ls rlogin <1> rlogin <1> exit,0
549,elm,0
550,finger <1> finger <1> finger <1> man <1> elm,0
551,elm exit,0
552,elm exit,0
553,elm exit,0
554,elm man <1> man <1> fg exit,0
555,finger uptime rlogin <1>,0
556,elm exit,0
557,rlogin <1> rlogin <1>,0
558,rlogin -l <2>,0
559,vi <1> vi <1> exit,0
560,rlogin <1>,0
561,xlock finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> xhost <1> cls exit `,0
562,rlogin <1>,0
563,ruptime who ps -aux ps -ef | more finger <1> finger <1> ps -ef | more mail <1> mailx <1> finger <1> ruptime finger <1> uptime finger rlogin <1> exit,0
564,elm exit,0
565,xlock exit,0
566,finger finger <1> finger <1> finger <1> q quit exit,0
0,date cd <1> ls cd <1> ls vi <1> setenv <2> ex3.out setenv <2> ex3.out vi <1> ex3.out setenv <2> ex3.out ex3.out ex3.out ex3.out ex3.out ex3 ex3.out,1
1,cd <1> ls vi <1> ex3 ex3.out setenv <2> vi <1>,1
2,ls cd <1> ls cd <1> ls cd <1> ls vi <1> exit,1
3,cd <1> cd <1> ls vi <1> vi <1> vi <1> ls vi <1> MCC -o <2> ls ls ls cp <2> ls cp <2> vi <1> ls cp <2> cp <2> cp <2> vi <1> vi <1> vi <1> setenv <2> ex3.out ls setenv <2> ex3.out limit rlogin <1> exit,1
4,finger <1> ls cd <1> cd <1> cd <1> vi <1> setenv <2> ls vi <1> vi <1> ls ex3.out vi <1> ex3.out ex3.out ls vi <1> ls setenv <2> ex3.out ls vi <1> ls ex3.out ex3.out vi <1> ex3.out vi <1> vi <1> ex3 ex3.out vi <1> ex3.out vi <1> ex3.out vi <1> ls vi <1> vi <1> ls ex3.out vi <1> vi <1> ex3.out ls vi <1> ls cd <1> ls vi <1> vi <1> ls ll <1> rm <1> vi <1> ls cd <1> ls ll <1> rm <1> ex3.out ls MCC -o <2> vi <1> ls MCC -o <2> MCC -o <2> ex3.out ex3.out vi <1> MCC -o <2> ex3.out vi <1> MCC -o <2> ex3.out ex3.out ex3.out vi <1> ls cd cd <1> ls ll more <1> vi <1> cd exit,1
7,rlogin <1> rlogin <1> r <1> cd <1> ls cd <1> ls rm <1> cvd <1> cvd <1>,1
8,setenv <2> xhost <1> rlogin <1> finger <1> r <1> finger <1> finger <1> finger <1> cls finger <1> finger <1> finger <1> fg exit,1
9,<GENSYM:0>/env -signal <5> setenv <2> <GENSYM:0>/env -signal <5> <GENSYM:0>/env -signal <5>,1
10,finger <1> rlogin <1>,1
11,cd <1> cvstatic,1
12,cd <1> ls cd <1> ls cd <1> ls MCC -o <2> setenv <1> setenv <2> ex3.out cd <1> ls vi <1> vi <1> ls dt1 MCC -o <2> dt1 finger <1> cd <1> cd <1> cd <1> ls cd <1> ls cvd <1>,1
13,<GENSYM:0>/env -signal <5>,1
15,<GENSYM:0>/env -signal <5> setenv <2> <GENSYM:0>/env -signal <5> <GENSYM:0>/env -signal <5> <GENSYM:0>/env -signal <5>,1
16,r <1> exit,1
17,<GENSYM:0>/env -signal <5>,1
18,rlogin <1>,1
19,rlogin <1>,1
20,cd <1> ls vi <1> ls whereis <1> which <1> whence <1> cd <1> ls <1> ls -l back vi <1> ls vi <1> vi <1> ls vi <1> MCC -o <2> ex1.out vi <1> MCC -o <2> & ls vi <1> MCC -o <2> ex2.out vi <1> ls MCC -o <2> ex2.out more <1> vi <1> MCC -o <2> ex2.out vi <1> MCC -o <2> ex2.out ls more <1> ls mkdir <1> cp <2> vi <1> MCC -o <2> & ls MCC -o <2> cp <2> ex*.data <1> cp <2> cp <2> cp <2> cp <2> cd <1> ls rm <1> cd <1> tar <2> tar <3> ls more <1> ls uuencode <2> ls more <1> uuencode <1> > <1> ls more <1> rm <1> uuencode <1> > <1> ls more <1> rm <1> mail <1> mail -s <2> < <1> mail -s <2> < <1> ftp <1> finger <1> date cls rlogin <1> exit,1
22,man <1> man <1> man <1> | less man <1> man <1> man <1> man <1>,1
24,cd <1> cvd <1>,1
25,<GENSYM:0>/env -signal <5> <GENSYM:0>/env -signal <5>,1
26,r <1> finger <1>,1
27,rlogin <1>,1
28,rlogin <1> cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls ls <1> cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> cd <1> ls cd <1> ls ls <1> cd <1> ls cd <1> ls cd <1> ls,1
29,r <1> exit,1
30,exit,1
31,vi <1> vi <1> source <1> cd <1> ls cd <1> ls cd <1> ls cd <1> ls emacs <1>,1
32,ls cd <1> sl ls cd <1> ls emacs <1> whereis <1> cd <1> cd <1> ls cd <1> ls ls <1> cd <1> ls cd <1> ls cd <1> ls ls <1> ls -l <1> path $PATH source <1> cd cd <1> ls vi <1> emacs <1>,1
33,cd <1> ls ls <1> cd <1> ls cd <1> ls cd <1> ls -R <1> ls -R <1> ls -R ls -R | grep <1> ls -R | grep <1> ls cd <1> ls cd <2> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls more <1> cd <1> ls cd <1> ls cat <1> | less more <1>,1
34,setenv <2> cd <1> ls cd <1> ls,1
35,ls cd <1> ls mailx <1> cd ls <1> exit,1
36,ls cd <1> ls exit,1
37,cd <1> ls cd <1> ls emacs <1> who vi <1> ls cd <1> ls cd <1> ls ls | more more <1> more <1> ls ls cd <1> ls cd <1> ll <1> ls cd <1> ll <1> diff <2> cd <1> cd <1> diff <2> vi <1> ls ls -l <1> diff <2> vi <1> ls cd <1> ls cd <1> ls cd <1> ls diff <2> ll vi <1> cd <1> ls cd <1> vi <1> ls vi <1> ls vi <1> ls <1> cd <1> ls cd <1> ls ls -R | grep <1> ls -R ls ls -R > <1> vi <1> ls mv <2> cd <1> vi <1> vi <1>,1
38,cd <1> cd <1> ls cd <1> ls vi <1> ls vi <1>,1
41,cd <1> ls cd <1> cd <1> ls cd <1> ls cd <1> more <1> cd <1> vi <1> procmail fg ls cd <1> ls cd <1> vi <1> lp lwinfo lp -d,1
42,ls cd <1> ls cd <1> cd <1> ls <1> vi <1> ls vi <1> ls cd <1> ls grep <2> vi <1> ls cd <1> ls cd <1> ls ls -l <1> cd <1> ls cd <1> ls cd <1> vi <1>,1
43,ls vi <1>,1
44,ls ftp <1>,1
46,cd <1> ls cd <1> ls vi <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls vi <1> exit,1
48,vi <1> source <1> ls findfile <1> findtext <1> cd <1> ls cd <1> ls findtext <1> ls findtext <1> findtext <1> findtext <1> alias <1> findtext <1> findfile <1> findtext <1> exit,1
49,rlogin <1>,1
50,cd <1> ls -l <1> > <1> ls -l ls -l > <1> ls -l <1> cd tar -I <3> man <1> man <1> ls mkdir <1> mkdir <1> cd <1> ls -l | wc ls | more cp <2> cp <2> cp <2> cp <2> cp <2> ls -l <1> | wc ls -l <1> ls -l <1> ls -l | more cp <2> cp <2> cp <2> cp <2> cp <2> cp <2> cp <2> cp <2> cp <2> cp <2> cp <2> cp <2> cp <2> cp <2> cp <2> cp <2> mkdir <1> mv <2> cd <1> mv <2> mkdir <1> ls cd <1> ls ls finger <1> cd <1> ls ll cd <1> ls cd <1> cd cd <1> ls cd <1> ls vi <1> ls cd ls vi <1> date ls cd <1> ls rm <1> uptime uptime ls cp <2> vi <1> tail <1> ls rm <1> exit,1
51,cd <1> ls vi <1> exit,1
52,cd <1> vi <1> cd rlogin <1> ping r <1> rlogin <1> cd <1> cd <1> ll <1> exit,1
53,finger exit,1
54,cd <1> ls tar <3> cd <1> ls ll <1> date vi <1> rm <1> ls cd <1> rm <1> ls tar <3> ls <1> rm <1> tar <3> rm <1> tar <3> rm <1> tar <3> rm <1> tar <3> rm <1> tar <3> rm <1> ls cd <1> ls man <1> ls uuencode <1> > <1> ll ls rm <1> man <1> man <1> uuencode <1> ls vi <1> ls cp <2> uuencode <2> uuencode <1> ls uuencode <2> ls uuencode <1> uuencode <2> > <1> uuencode <2> > <1> uuencode <2> > <1> uuencode <2> > <1> ls uuencode <2> > <1> uuencode <2> > <1> uuencode <2> > <1> uuencode <2> > <1> uuencode <2> > <1> mailx <1> ls <1> mail -s <2> < <1> mailx -s <2> < <1> mailx -s <2> < <1> mailx -s <2> < <1> mailx -s <2> < <1> mailx -s <2> < <1> mailx -s <2> < <1> mailx mailx -s <2> < <1> mailx -s <2> < <1> ls ls ls df rm <1> ls ls ls rmdir <1> rmdir <1> ls cd <1> cd <1> vi <1> ls cd cd <1> cd <1> ls vi <1> back cd cd <1> cd <1> fg ls vi <1> cd vi <1> source <1> ls cd <1> ls rm <1> cd <1> ls vi <1> ls ll <1> ls cd cd <1> date uptime at <1> at -l <1> exit,1
55,xhost <1> rlogin <1> exit,1
56,uptime cd <1> ls ps -ef | grep <1> cd ls cd <1> cp <2> vi <1> more <1> exit,1
57,cd <1> vi <1> smake ls smake > <1> rm <1> smake > <1> more <1> vi <1> rm <1> smake > <1> ls vi <1> ls smake > <1> vi <1> rm <1> smake > <1> vi <1> rm <1> smake > <1> rm <1> ls cd <1> ls cd <1> ls date at <1> at -l <1> quit exit,1
58,ls ls cd <1> ls cd <1> ls vi <1> cd <1> more <1> vi <1> vi <1> vi <1> more <1> vi <1> more <1> more <1> more <1> more <1> more <1> more <1> more <1> exit,1
59,ls cd <1> vi <1> cd ls cd <1> ls cd <1> ls vi <1> cd cd <1> ls cd <1> ls cd <1> cd <1> vi <1> ls vi <1> cd cd <1> vi <1> cd <1> more <1> exit,1
60,finger exit,1
61,who uptime exit,1
62,rlogin <1> ping <1> whereis <1> <GENSYM:1>/ping <1> rlogin <1> exit,1
63,r <1> exit,1
64,ls cd <1> ls vi <1> ls ls cd <1> ls cd <1> ls vi <1> ls ll chmod <2> ll | more ls ls | more chmod <2> ls | more ls vi <1> ls cd <1> ls smake cd cd <1> ls date at <1> at -l <1> exit,1
65,ls rmdir -rf <1> rm -rf <1> ls cd <1> ls cd <1> ls vi <1> ls cd <1> ls cd <1> vi <1> ls rm <1> cd <1> ls rm <1> cd <1> rmdir <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> vi <1> exit,1
66,cd <1> cd <1> vi <1> exit,1
67,uptime cd <1> ll <1> vi <1> ls cd <1> ls ls <1> ls <1> diff <2> ls <1> diff <2> diff <2> diff <2> diff <2> ll <1> diff <2> ls <1> diff <2> diff <2> diff <2> diff <2> cp <2> diff <2> cp <2> diff <2> cp <2> diff <2> mail <1> cd <1> ls ll uptime ps -ef | more cd ls uptime exit,1
68,ps uptime exit,1
69,vi <1> limit ps -ef | grep <1> | more kill -9 <1> ps -ef | grep <1> | more ps -ef | grep <1> | more kill -9 <1> ps -ef | grep <1> | more kill -9 <1> kill -9 <1> kill -9 <1> kill -9 <1> ps -ef | grep <1> | more kill -9 <1> kill -9 <1> kill -9 <1> ps -ef | grep <1> | more kill -9 <1> kill -9 <1> kill -9 <1> ps -ef | grep <1> | more date date cd <1> cd cd <1> cd <1> cd <1> rlogin <1> exit,1
