median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,label
442500,8.2069,17,4034,611,1158,560,37.26,1
152700,4.4595,24,2387,385,1051,382,34.7,1
500001,10.9237,44,1693,239,498,216,34.14,0
239800,5.2299,36,2219,393,1042,396,33.82,0
159400,2.9135,27,1118,195,647,209,37.48,1
91800,3.3333,11,4686,851,2466,731,33.67,0
240900,4.1071,52,1985,401,1337,424,37.73,1
136400,3.4871,30,3199,591,2192,563,34.09,0
103600,1.8112,29,4174,1195,3675,1124,32.69,0
132500,3.9607,18,1534,275,741,263,38.12,1
292900,3.32,40,1351,330,701,297,37.56,1
62800,2.8684,20,1996,515,659,295,33.41,0
112100,2.64,45,2225,486,1304,459,37.93,1
89100,3.5524,27,2473,400,1271,427,35.4,0
120700,2.8393,20,1317,203,453,158,33.76,0
471400,3.3882,52,3017,851,1588,800,37.78,1
314700,4.7344,50,2443,494,947,451,34.13,0
226400,4.4279,32,2065,438,1075,442,33.93,0
409700,4.0488,33,4084,897,1804,833,32.7,0
149000,1.9453,34,495,120,527,130,33.94,0
171700,7.2211,30,2437,349,1005,380,36.73,1
235500,6.3699,25,1374,206,569,235,37.96,1
322800,5.753,5,3621,632,1546,567,33.52,0
244500,4.7402,34,3450,731,1915,689,37.32,1
162200,3.8056,7,16010,2726,7139,2426,33.63,0
340900,6.5378,34,4781,703,1879,714,37.88,1
57400,1.4773,36,832,198,814,174,35.37,0
198900,3.1629,33,1829,512,1345,500,34.18,0
109700,2.7303,51,2665,574,1258,536,37.83,1
137500,1.6036,39,751,207,1010,231,34.01,0
85700,4.15,11,5897,1138,2728,1072,35.62,0
98300,2.5495,27,2080,412,1082,382,39.19,1
178200,4.0,32,1661,312,1201,302,33.92,0
137500,2.625,16,32,4,36,5,37.0,1
275000,3.3555,52,2163,607,1447,546,37.75,1
381500,7.2532,9,1899,284,1070,293,33.9,0
500001,8.1596,36,2127,314,807,306,33.89,0
500001,10.7751,19,1759,214,659,195,32.84,0
179200,3.5667,17,2839,525,390,189,39.18,1
204500,3.2112,20,3389,704,1309,520,35.6,1
394100,7.1463,31,3019,469,1349,462,34.24,0
184400,3.0909,30,1859,462,1314,418,33.75,0
174000,2.535,37,2116,503,1109,448,37.68,1
80700,2.8519,17,2534,517,1764,502,37.43,1
189600,4.2917,37,1784,313,788,304,37.96,1
60000,2.5208,31,1732,332,979,294,36.54,1
126600,2.25,36,873,240,1086,217,33.89,0
262500,3.5859,17,1692,427,903,423,33.67,0
139200,2.8365,34,2364,557,1517,516,37.79,1
51300,1.3304,28,1592,304,962,282,36.7,1
229200,6.0783,23,1724,265,934,306,34.27,0
101100,4.7804,19,3237,507,1378,510,36.83,1
97700,2.5278,35,1503,309,842,300,34.71,0
158300,1.7463,36,839,250,1079,245,34.07,0
349100,7.5349,33,2423,322,998,346,37.89,1
85500,3.567,28,1713,302,663,282,36.81,1
214100,5.084,44,1607,271,799,283,33.87,0
227100,4.6473,36,1749,322,855,319,33.81,0
155700,2.8875,17,2492,494,1278,439,32.82,0
66800,1.5625,22,1665,405,826,382,40.59,1
207300,5.3559,36,1207,209,683,213,34.07,0
222800,4.1298,19,2610,474,1290,452,37.77,1
354500,2.7587,52,4397,1116,1939,1053,37.77,1
340500,3.5987,31,2642,681,1303,625,34.03,0
52900,2.3194,25,2402,478,1527,461,36.15,0
140600,2.75,50,499,127,287,128,37.86,1
150800,2.274,27,2610,846,2296,750,34.04,0
56100,2.0903,34,1355,262,434,178,41.79,1
259600,5.9345,23,2179,308,926,299,37.69,1
318900,3.8456,51,2399,516,1160,514,33.83,0
148400,4.4091,37,1831,356,925,338,33.93,0
289900,4.7332,22,5284,982,2613,932,33.99,0
161800,5.0258,12,1859,393,622,316,33.89,0
255000,2.425,40,1896,416,950,383,33.74,0
87500,2.8523,4,1515,384,491,348,38.02,1
245000,6.0516,30,2658,382,1135,392,33.94,0
305000,2.9213,42,1700,438,997,436,34.01,0
215000,3.6389,34,824,224,430,213,34.13,0
249000,3.654,38,5430,1176,2357,1100,32.75,0
500001,15.0001,48,2413,261,770,248,34.08,0
320000,2.6667,45,1899,461,1260,415,33.99,0
174000,4.615,36,1976,368,1236,355,33.95,0
292500,5.0477,16,2111,485,1285,499,37.3,1
500001,8.496,34,5846,785,1817,747,32.82,0
289900,5.2128,52,3037,516,1242,518,37.76,1
438400,5.2114,40,3454,648,1498,647,37.43,1
182000,3.1607,42,1618,522,1454,440,34.08,0
170500,0.8702,11,1249,313,625,336,34.02,0
69200,2.6055,36,1582,313,761,318,36.78,1
95600,1.8977,35,3200,725,1723,610,32.67,0
272800,6.5356,15,2355,438,747,450,33.66,0
81300,4.2813,33,596,105,212,94,38.13,1
272400,4.0217,46,2298,457,1429,477,37.75,1
152600,2.8203,24,2314,468,1549,463,35.05,1
55900,2.3269,28,964,232,782,218,37.94,1
213500,5.2227,18,1810,305,1189,326,33.85,0
331300,3.9615,17,1269,233,494,231,38.65,1
201800,4.3636,33,2970,547,1869,539,33.81,0
57100,2.4375,52,1792,352,1049,357,36.76,1
331800,4.2679,44,1321,303,471,301,34.15,0
365900,4.7159,36,1332,217,648,203,34.13,0
127500,2.6458,26,1170,238,830,216,37.82,1
111800,3.332,16,4199,794,2140,722,37.02,1
353700,5.3922,26,2806,375,1617,396,37.64,1
229300,4.2381,22,3536,615,1650,612,34.27,0
87500,0.9889,40,975,270,1068,270,33.93,0
237500,2.3812,21,1490,430,686,400,33.88,0
113300,2.6513,21,2500,466,1428,502,40.55,1
112500,2.4028,19,1000,211,572,230,34.1,0
138500,2.8548,6,4558,804,1543,563,34.7,0
307400,3.3942,32,2402,551,1020,532,32.81,0
100900,2.6165,34,1479,332,1166,322,33.89,0
97800,1.9787,39,2806,662,1659,638,38.68,1
176700,3.1523,36,1300,304,688,261,34.25,0
218000,2.5372,21,2381,701,1264,659,36.6,1
290600,3.4375,17,748,184,412,180,37.4,1
157700,4.1387,24,4880,1044,4516,1050,33.91,0
348000,8.1611,4,3274,383,1312,390,33.59,0
67200,2.1991,47,886,196,517,188,37.97,1
260400,3.375,42,3200,685,1668,628,34.14,0
123600,3.2135,37,1341,256,533,242,38.31,1
67500,1.8385,14,2928,600,1633,559,36.33,1
130700,4.05,20,1412,226,700,227,38.67,1
66000,2.3594,26,2723,551,1326,547,40.47,1
166600,4.59,37,1755,327,882,350,37.99,1
225600,4.5781,9,4540,793,2235,746,33.18,0
257100,3.1004,26,1649,522,1332,483,34.15,0
500001,12.3411,4,1741,225,811,233,33.64,0
113900,2.7443,39,1565,364,1389,360,33.89,0
91000,3.1312,22,2855,667,2453,624,33.88,0
217400,4.8375,40,1098,175,415,160,38.64,1
96000,2.5172,24,4144,826,2127,772,34.03,0
129200,3.2031,16,1443,249,435,181,38.46,1
350200,7.0907,22,3957,520,1774,527,33.69,0
442100,11.0138,16,2404,349,868,329,33.64,0
222900,2.875,16,3688,817,1969,767,32.82,0
81300,1.9206,26,3819,955,3010,932,37.62,1
160600,3.2292,34,1759,353,2083,330,33.74,0
500001,6.5571,10,4355,716,2030,674,34.13,0
341200,7.0808,4,6995,1151,2907,1089,34.29,0
287900,6.187,18,2730,415,1248,412,34.18,0
344700,6.6085,27,3885,661,1537,606,37.37,1
180000,4.7738,35,1996,326,1409,330,33.81,0
167800,5.1589,3,1206,256,563,287,33.66,0
55000,1.3801,25,1137,414,604,240,33.78,0
50800,1.625,34,1020,247,795,228,35.38,0
142600,3.9219,15,1206,282,677,270,33.74,0
235800,4.5,17,1299,211,825,217,37.3,1
112700,3.1848,43,1939,353,968,392,38.11,1
210200,3.9792,45,2456,495,1300,450,33.8,0
210700,1.9722,28,1006,228,738,193,36.49,1
65400,1.3646,44,543,146,506,125,38.53,1
162500,2.5544,8,992,393,694,331,33.78,0
150300,2.6014,15,3595,964,1839,877,34.14,0
500001,5.0762,26,4473,923,1518,805,34.05,0
101400,2.7159,45,1852,393,1132,349,37.77,1
221800,3.1923,42,1611,410,879,386,34.18,0
260300,4.5714,18,7241,1225,4168,1138,37.0,1
178800,2.6959,21,2713,731,1952,722,33.78,0
170400,2.8917,33,1438,309,1378,306,34.2,0
319400,6.8695,27,2535,389,1071,386,34.28,0
190600,3.3289,39,2288,529,1449,410,36.38,1
184100,3.7568,4,14960,2988,6666,2612,33.22,0
191100,2.8701,26,2221,662,1998,603,34.2,0
149600,4.8295,44,2490,430,1305,411,33.95,0
500001,5.2391,22,3294,744,1337,655,37.43,1
183400,4.0846,36,2762,472,1576,493,33.94,0
444100,8.5957,8,2756,343,1045,340,33.07,0
242700,3.2216,39,3119,758,1807,696,37.62,1
76200,2.0742,31,1192,307,1013,283,34.0,0
132900,3.7562,34,3756,726,2237,686,37.98,1
409800,3.9777,36,2443,492,1115,493,34.19,0
112500,2.6981,35,7088,1279,4885,1272,38.55,1
376600,5.6413,35,2016,349,1023,376,37.44,1
50500,2.5536,31,1189,295,891,292,37.97,1
500001,6.7082,30,3507,536,1427,525,34.16,0
209500,3.8929,35,1298,236,632,204,37.62,1
77800,2.9063,31,1581,299,776,287,40.87,1
299700,5.533,24,2212,332,899,331,34.28,0
375000,4.5491,34,503,99,275,68,34.36,0
156500,2.6985,16,1269,282,1609,298,32.57,0
240000,3.6294,18,4356,1334,1968,1245,37.28,1
77200,2.3929,16,4006,797,2028,752,39.91,1
98500,2.9208,28,1148,233,521,212,36.04,0
500001,3.1477,52,2583,672,1335,613,37.8,1
110400,3.5789,40,859,196,427,176,37.74,1
86400,3.2639,10,2522,533,1335,493,36.13,1
230400,2.2612,36,2332,993,3155,927,34.09,0
163900,3.766,33,1994,405,993,403,34.14,0
500001,7.8177,36,3598,500,1296,533,37.38,1
49500,2.1833,52,5486,1044,1977,754,40.35,1
107400,4.0147,34,3416,601,1929,567,34.58,0
362500,2.6094,20,958,245,590,189,36.25,1
145000,2.7026,38,1076,286,1535,323,34.04,0
218500,3.0375,48,2068,495,946,452,37.34,1
130100,3.2857,37,1527,331,1504,324,34.12,0
146000,3.5562,32,1819,386,1679,360,33.89,0
152500,1.951,17,2875,810,1876,749,38.67,1
457200,6.8336,35,1817,262,659,262,37.52,1
165200,5.0164,13,3995,605,1969,607,37.98,1
394700,3.1941,28,3167,737,1248,665,34.02,0
144400,3.9583,8,6533,1217,4797,1177,32.55,0
136600,2.9559,36,2396,536,1225,515,38.61,1
216400,6.0767,16,808,137,371,145,38.38,1
139000,3.4426,7,4956,941,3006,915,37.73,1
103800,2.4183,7,1879,444,1065,410,39.16,1
488500,6.015,41,1889,301,802,278,33.81,0
227100,4.1667,13,3730,761,1335,603,33.09,0
238000,4.2009,6,3068,549,985,536,33.63,0
215600,6.0808,35,1446,274,759,291,34.27,0
292300,6.0194,44,3424,597,1358,597,37.84,1
145900,2.7218,38,2095,536,1240,550,32.64,0
187300,3.9443,2,20391,3245,7132,2716,33.57,0
185400,3.9734,17,4786,799,2066,770,39.01,1
280000,2.5668,24,5131,1436,2690,1371,34.16,0
141100,2.7734,34,710,205,1134,233,33.94,0
190900,2.5156,43,1415,348,569,293,37.68,1
262500,4.125,52,50,9,60,16,34.07,0
442000,4.5398,52,2175,510,809,503,37.86,1
274800,6.2748,22,3654,517,1565,518,34.22,0
85500,2.06,40,961,199,509,182,34.15,0
231800,5.7579,17,4313,717,2629,721,37.58,1
302000,6.3236,24,2983,406,1203,381,34.29,0
235800,5.7613,23,3098,542,1486,492,34.2,0
72200,3.0469,16,2127,412,1104,369,39.79,1
182400,3.4509,24,2298,575,2409,569,37.35,1
500001,4.9211,52,4985,1355,1848,1255,37.8,1
78700,1.6827,52,1890,420,974,383,39.72,1
181300,2.2264,11,2479,900,2466,855,34.19,0
198000,4.6937,26,3773,694,2103,688,34.13,0
199600,3.3558,29,1475,349,965,370,33.92,0
63300,2.6941,11,3606,699,2074,644,36.93,1
94000,4.1563,12,2255,472,1006,334,37.13,0
186800,3.2314,31,1872,434,1511,405,34.17,0
117000,3.4107,35,1777,369,1158,353,32.72,0
117800,3.1389,31,3644,746,2229,678,38.02,1
121000,4.1361,26,3909,670,1884,665,34.02,0
230900,3.7206,39,1366,375,1237,370,34.03,0
427300,3.5655,52,3771,1017,1575,921,37.76,1
128100,3.038,12,1153,265,446,195,33.57,0
384700,3.2708,46,1033,223,462,224,33.53,0
290400,4.6098,24,4299,857,2249,788,37.71,1
91300,1.3448,11,2393,726,1905,711,32.75,0
61900,2.125,24,646,134,454,149,36.95,1
232200,4.693,11,5785,1035,2760,985,34.23,0
129600,3.5802,5,14414,2979,7608,2832,38.7,1
127500,2.7569,21,4460,930,2657,839,34.08,0
150500,3.5694,31,1115,268,1369,259,33.73,0
187500,2.5682,25,1399,329,1308,355,32.8,0
437900,9.5268,13,5126,711,2429,718,33.67,0
126500,4.5455,25,1703,342,775,309,34.68,0
453400,7.9606,34,1431,224,503,220,37.9,1
229400,4.9879,28,1812,294,853,278,37.67,1
364900,4.5075,39,3996,793,1744,761,37.51,1
191900,3.5885,18,2723,529,1150,520,38.43,1
87500,0.6831,37,2667,671,2865,683,33.95,0
30000,2.6389,45,973,183,500,177,35.07,0
335700,4.9125,30,2071,412,1081,412,33.63,0
242100,3.8,26,1726,289,672,251,38.29,1
173700,3.9615,37,1737,369,1061,356,34.23,0
54100,1.5464,17,2079,459,2022,462,36.31,0
207800,3.6412,15,3276,670,1520,613,35.33,1
112500,1.625,19,377,69,198,55,32.75,0
166700,4.25,35,2746,478,1779,501,34.1,0
271800,4.7344,37,1962,367,1267,382,37.56,1
141100,4.6364,17,2252,378,1776,365,32.57,0
375000,2.125,31,40,8,25,7,34.02,0
161600,2.1518,43,1193,299,1184,320,34.23,0
159400,4.2422,15,2298,567,1261,527,33.88,0
86300,2.5156,32,696,151,443,144,37.83,1
256300,4.3409,40,1104,224,669,215,36.98,1
213200,2.9389,18,3124,796,1855,725,34.21,0
254100,4.2276,17,4678,1065,2427,1020,33.85,0
132600,4.7877,11,6617,1118,3710,1087,33.95,0
169300,1.6402,24,2580,604,982,569,33.23,0
347700,3.95,52,2960,623,1191,589,37.75,1
159700,3.7727,22,5661,1209,5389,1178,34.1,0
90900,4.8187,20,2100,317,910,274,36.96,1
290500,4.3125,46,1362,214,531,222,33.83,0
189900,4.51,22,5179,944,2315,884,34.1,0
495600,8.0499,36,6871,1180,2216,1130,34.13,0
333300,6.8976,34,5065,788,1627,766,37.83,1
183800,3.7212,26,2647,536,1422,522,37.69,1
189000,3.2969,37,1137,203,672,226,34.08,0
157500,1.5872,52,2501,757,1081,708,38.58,1
66600,2.1681,30,1846,391,1255,352,36.3,1
132400,4.5536,10,4750,844,1220,428,34.24,0
156000,3.133,33,2612,646,2496,606,34.11,0
348100,3.287,31,2621,707,1632,673,34.04,0
226400,4.3,27,1619,352,831,344,36.61,1
74200,2.0357,34,2090,478,896,426,36.64,0
158300,3.2841,15,2849,537,878,520,33.71,0
500001,10.0346,28,4612,608,1686,567,37.36,1
165500,2.7121,29,2823,737,1723,678,33.89,0
329500,3.5652,27,2462,570,1278,565,37.31,1
139600,2.875,30,1835,474,934,415,32.76,0
152900,3.9076,18,4747,846,3002,872,32.6,0
367300,5.1508,15,9103,1847,3333,1712,33.77,0
70000,2.5625,23,2502,481,1443,455,39.72,1
97400,2.5179,42,1898,460,1503,429,33.93,0
65900,2.5469,35,2787,587,1431,601,39.12,1
49300,1.2232,31,1498,359,1168,340,35.36,0
154100,3.6275,23,4535,955,3881,930,34.01,0
272800,2.8512,25,1884,554,1337,549,33.91,0
247100,5.1008,47,2589,465,1284,485,34.17,0
268800,1.7778,30,1465,439,862,425,37.87,1
247600,3.6625,32,3775,786,2416,792,34.05,0
416800,6.6447,20,5776,956,2757,936,33.77,0
121600,3.5852,36,1665,293,846,306,38.65,1
171700,3.1875,44,3114,779,2959,776,33.96,0
173800,3.5504,11,5873,1455,3089,1365,34.18,0
235600,5.2001,16,3757,650,1291,614,33.75,0
260100,4.3452,49,1467,259,688,260,34.15,0
200000,2.3421,48,805,246,633,235,34.1,0
296600,5.1587,36,1949,319,909,325,33.94,0
374600,4.0238,19,2372,394,1142,365,37.02,1
177800,4.1146,45,3924,834,1992,773,37.91,1
269500,5.4224,37,2655,415,1056,401,34.15,0
62000,1.8264,18,1206,274,622,217,36.14,1
197600,3.5214,35,2045,450,1166,407,34.25,0
52700,1.962,43,948,221,749,208,37.96,1
191400,4.3036,32,2161,432,1503,402,33.8,0
317700,4.3909,52,2442,449,1188,436,37.74,1
329400,4.526,21,9944,1623,4185,1582,33.8,0
330700,5.6732,43,2416,454,1028,409,33.96,0
187400,5.1668,28,3187,569,2205,559,34.3,0
286500,3.6705,46,1467,298,816,267,34.16,0
500001,3.7727,24,2596,438,473,237,33.75,0
133900,4.4491,19,2688,469,1216,422,38.01,1
199800,4.6607,29,4101,849,2630,867,34.22,0
45000,0.8585,15,1448,378,949,300,32.76,0
354600,6.7123,26,1983,301,924,297,37.3,1
263800,4.5521,35,1724,419,1079,394,33.99,0
278400,3.94,32,1937,332,922,340,34.12,0
160400,1.9848,38,2010,595,1535,525,33.8,0
241300,5.7796,32,2620,398,1296,429,33.92,0
208300,5.7373,12,1313,231,731,232,38.63,1
263600,5.4609,28,4538,685,1996,667,37.27,1
145000,4.0625,23,1378,269,767,266,32.85,0
132500,2.6161,30,3977,930,1387,582,38.49,1
183800,2.6591,33,1523,391,753,298,34.11,0
81100,2.8194,24,1143,245,608,240,36.75,1
176500,3.4013,35,1225,228,720,231,34.23,0
255500,3.0114,47,1453,356,787,345,34.16,0
166100,3.5278,32,1788,459,1131,461,33.88,0
102000,4.3836,18,3998,744,2071,660,38.71,1
86100,3.2292,44,1487,273,972,281,34.14,0
100600,2.485,20,1750,352,834,340,40.51,1
500000,3.0409,52,2191,627,1100,585,37.77,1
209900,5.3096,47,2347,437,1219,420,33.81,0
52500,1.1094,49,1200,364,1448,318,37.95,1
262900,3.0431,41,2860,682,1516,621,34.2,0
158800,5.4868,7,2289,342,1077,354,36.84,1
209500,2.588,40,1304,280,607,256,34.13,0
350000,1.705,33,766,347,918,305,34.1,0
217100,4.9485,36,1394,254,761,262,34.26,0
141400,3.3194,21,1410,229,590,205,37.32,1
93400,2.9187,15,2214,410,1152,350,33.67,0
198200,1.8447,52,2307,583,1127,548,37.86,1
187200,2.8342,34,3004,673,5477,640,33.75,0
185300,2.1767,45,1462,308,924,302,37.74,1
500001,15.0001,35,249,31,268,29,34.13,0
281300,5.3582,35,462,90,334,96,34.34,0
103600,2.7083,36,1446,316,1286,314,33.91,0
287900,6.0132,25,7784,1145,3445,1166,38.12,1
208300,2.9,12,2238,682,1882,611,34.17,0
175000,6.0115,3,2850,544,1024,515,37.98,1
132700,1.9265,44,3234,746,1112,470,38.5,1
172000,3.055,35,1646,294,1056,280,34.07,0
500001,11.1228,17,2971,350,1180,346,33.83,0
64000,1.899,17,1960,389,1691,356,32.69,0
227900,3.006,52,1909,416,811,406,37.88,1
63100,2.3152,25,2360,460,1424,436,36.21,0
84100,1.8187,36,1011,253,763,226,32.7,0
339200,5.815,34,2048,316,780,267,38.33,1
156300,3.0,18,508,104,393,114,36.96,1
383600,4.9125,38,1840,291,633,283,32.73,0
137100,3.9414,18,8136,1584,4976,1516,33.87,0
56800,2.3256,24,2652,568,1532,445,36.32,1
70000,2.5714,43,2608,516,1322,528,37.98,1
96300,2.0284,35,1507,313,868,283,38.22,1
92600,3.3466,52,1829,301,694,319,37.96,1
359100,6.6264,25,2356,330,937,326,33.78,0
158700,3.7604,36,1215,279,862,285,33.9,0
500001,4.7105,41,2237,597,938,523,33.86,0
114600,3.3724,16,3077,628,1479,536,35.94,1
410200,8.1117,8,4874,627,2070,619,33.88,0
281900,3.1103,20,1145,198,431,173,37.32,1
101700,3.0549,7,4843,992,2223,932,40.58,1
169300,2.5238,49,2838,749,1487,677,37.8,1
207800,3.3003,13,3056,861,1600,824,33.78,0
327200,3.8839,44,2846,551,1232,537,37.9,1
277900,4.0425,31,4464,991,2420,947,33.8,0
111400,2.8214,14,3959,849,1064,376,34.29,0
80600,1.7546,52,1420,314,1085,300,37.76,1
207500,5.5464,3,3636,749,1486,696,33.7,0
275300,5.0362,29,5438,871,2310,890,37.91,1
421000,5.4273,44,2142,358,846,375,37.33,1
128800,4.2917,17,762,138,322,139,40.2,1
313900,3.5147,28,3983,852,1582,778,36.63,1
67600,3.3462,32,4121,755,2590,721,35.37,0
64400,1.9236,37,653,176,827,176,37.38,1
153900,2.2679,36,1528,486,1824,470,33.93,0
130700,2.7011,8,3322,805,1694,774,38.66,1
238500,2.8208,33,1588,454,739,392,34.17,0
379600,5.6234,42,1995,412,794,374,37.46,1
146500,2.8261,24,893,209,342,197,33.75,0
150300,3.2798,45,1167,302,773,287,33.85,0
80300,2.395,25,3004,718,891,626,33.61,0
293300,2.5183,15,3084,557,1040,562,38.71,1
288000,5.1097,29,4133,770,1691,744,37.9,1
144100,4.8542,17,2713,442,1475,415,38.0,1
127000,3.3936,15,4061,811,2884,734,34.07,0
152100,3.0345,38,1164,284,632,289,37.71,1
156800,3.0804,14,1405,269,660,228,39.11,1
104900,2.4167,25,3750,781,1594,785,34.0,0
500001,11.8442,31,6675,842,2092,796,34.1,0
134400,3.8194,25,1607,280,899,260,32.58,0
500001,11.9666,28,564,72,191,79,37.42,1
272800,6.5987,24,3260,458,1383,442,33.72,0
151600,3.071,10,3103,520,1283,464,34.53,0
362600,4.1169,23,3942,748,1679,711,33.81,0
169200,4.25,18,6812,1263,3704,1216,33.87,0
140400,3.2661,30,5201,1104,2961,1064,32.79,0
43700,1.5069,32,1393,343,1282,336,35.88,0
136000,5.5435,34,432,65,208,71,38.35,1
264400,5.8096,20,3495,449,1629,428,34.27,0
152200,3.7368,37,2979,557,1285,564,32.76,0
137500,1.8277,30,2193,965,2197,836,34.1,0
214700,2.1061,32,1273,344,1148,368,34.06,0
170900,3.6761,20,2743,685,1798,613,34.27,0
236200,4.0547,14,3379,683,1465,620,37.26,1
297800,3.7969,40,2310,445,1266,490,37.74,1
88500,3.125,14,1636,253,766,225,37.04,1
127600,2.3824,27,2616,591,1889,577,32.58,0
80200,2.7009,35,1093,192,590,190,38.69,1
306000,3.2632,52,2164,533,1122,469,37.75,1
436400,3.2333,48,1448,295,681,287,34.11,0
238900,5.1299,16,4702,806,2529,814,33.69,0
231700,6.9308,18,2112,340,1048,315,33.88,0
122900,2.4375,47,1273,264,1193,260,34.05,0
218200,4.375,37,1756,345,836,335,33.82,0
397000,10.0825,52,2003,250,658,244,37.9,1
260300,2.462,19,1765,394,868,388,38.39,1
435700,5.697,38,2310,400,971,386,37.95,1
164000,3.95,45,1076,213,781,238,33.95,0
440500,5.2078,30,2077,342,816,328,37.0,1
85400,3.35,23,1658,307,836,297,39.7,1
101900,3.205,7,4998,953,2764,891,34.48,0
159400,4.5769,32,1896,342,806,299,34.48,0
190300,5.4617,17,2936,555,1381,535,33.92,0
100000,3.1333,30,1671,319,966,282,36.51,1
139600,1.8715,34,1474,511,1962,501,34.02,0
500001,10.6796,28,3539,441,1190,421,34.14,0
154500,4.0781,30,1427,311,686,251,37.12,1
170500,3.5638,35,1937,439,1523,412,34.12,0
110600,2.3036,39,679,164,769,179,33.88,0
191200,3.5568,33,1409,307,633,290,36.6,1
287200,7.5,35,1313,194,599,209,34.06,0
150100,4.0444,15,3660,622,2629,612,32.7,0
238300,4.6172,24,2168,421,1050,397,33.89,0
154200,0.8907,34,80,26,125,35,34.12,0
280500,4.0474,30,1680,312,858,310,37.31,1
161900,4.75,37,1061,202,768,206,33.9,0
265600,5.7819,19,2107,332,874,341,38.5,1
122700,4.1029,33,393,76,330,80,32.58,0
231200,5.2879,12,5719,1064,3436,1057,37.57,1
319100,3.9205,43,2044,393,979,378,37.75,1
231300,4.3906,36,2169,359,1018,370,33.78,0
500001,10.3798,5,1519,186,705,186,37.46,1
121200,2.625,51,1250,235,452,232,38.56,1
222500,4.055,34,3787,771,1966,738,34.27,0
450000,6.1023,17,1671,352,729,252,37.7,1
102100,1.6156,34,2074,562,1913,514,33.96,0
201200,4.064,34,1970,476,1269,406,34.08,0
104200,2.0471,16,5407,1467,2523,1265,38.6,1
500001,11.615,34,2821,399,843,391,34.12,0
132000,2.212,19,2298,511,1246,513,34.96,1
221100,4.5089,32,2094,491,1413,479,34.12,0
151600,4.2941,10,4122,814,2164,710,34.7,0
146900,1.8287,52,935,224,315,207,38.3,1
151200,4.2969,16,3230,579,1825,576,32.91,0
165100,4.0792,34,1102,212,949,212,34.26,0
213600,4.8516,34,2116,427,972,396,33.86,0
213500,2.875,39,3162,896,1934,818,34.08,0
500001,7.1322,35,2987,391,1244,387,34.17,0
438000,6.917,38,1261,177,472,183,37.87,1
183800,4.2312,22,3936,860,3508,877,37.36,1
350000,3.5746,52,2892,751,1785,733,37.8,1
159300,3.7315,20,3301,779,1085,448,37.58,0
129100,2.981,20,3506,692,1977,668,32.71,0
76600,2.2132,46,1889,390,971,403,36.51,0
225000,2.9735,24,3914,985,2147,874,32.75,0
230800,2.5842,18,2729,800,2099,742,34.2,0
431800,8.9257,19,3154,390,1404,384,33.81,0
191000,5.5176,47,1453,247,721,276,33.96,0
84700,1.2625,45,1528,291,801,287,37.73,1
152500,1.4565,20,1852,556,1712,556,33.78,0
67600,1.56,26,3185,658,2444,626,38.63,1
198200,3.3713,29,2690,659,1747,617,33.87,0
306300,3.399,48,1473,294,807,296,34.2,0
122100,3.5938,36,1166,216,504,203,39.15,1
276100,6.1943,13,503,70,267,77,38.68,1
103000,2.5156,24,6260,1271,3132,1189,34.07,0
409100,5.3508,25,2131,410,1132,395,37.31,1
135200,2.3472,52,774,209,813,203,34.03,0
121600,2.558,15,3952,984,2024,1026,37.32,1
182800,2.5208,30,915,234,646,211,33.92,0
228000,2.3715,18,1892,568,974,553,37.29,1
110000,2.5212,18,4893,1008,3036,997,38.03,1
111200,2.8021,14,3026,556,1349,485,34.43,0
84700,2.1553,26,3691,826,2072,827,35.33,0
447300,7.7799,25,1994,287,704,283,37.34,1
88300,1.8846,22,1768,396,1005,420,38.26,1
87100,1.1765,36,847,212,567,159,37.74,1
187500,2.9853,28,454,147,366,140,37.33,1
146900,2.895,18,1573,396,1200,365,33.91,0
103100,2.5,36,826,167,432,150,37.65,1
343700,8.155,16,2498,330,1027,343,37.8,1
98200,2.625,47,824,223,533,166,37.74,1
262500,2.2297,35,924,349,1376,358,33.95,0
77400,2.7857,14,2413,524,805,329,40.48,1
135100,3.2333,39,1986,427,1041,385,37.95,1
134700,3.0043,6,8278,1579,3062,1446,33.71,0
