openml_task_id,openml_interval_start,openml_interval_end,openml_classifier_moa.WEKAClassifier_J48(1),openml_classifier_moa.LeveragingBag_HoeffdingTree(1),openml_classifier_moa.WEKAClassifier_SMO_PolyKernel(1),openml_classifier_moa.kNN(1),openml_classifier_moa.WEKAClassifier_OneR(1),openml_classifier_moa.LeveragingBag_kNN(1),openml_classifier_moa.OzaBoost_HoeffdingTree(1),openml_classifier_moa.HoeffdingTree(1),openml_classifier_moa.SGD(1),openml_classifier_moa.NaiveBayes(1),openml_classifier_moa.WEKAClassifier_REPTree(1),openml_classifier_moa.OzaBag_HoeffdingTree(1),openml_classifier_moa.SPegasos(1),meta_REPTreeDepth2ErrRate,meta_J48.00001.ErrRate,meta_NBErrRate,meta_MeanMutualInformation,meta_NBAUC,meta_DecisionStumpKappa,meta_HoeffdingDDM.warnings,meta_NoiseToSignalRatio,meta_RandomTreeDepth3AUC_K=0,meta_PercentageOfNumericAtts,meta_EquivalentNumberOfAtts,meta_HoeffdingDDM.changes,meta_ClassEntropy,meta_NaiveBayesDdm.changes,meta_NumNominalAtts,meta_REPTreeDepth3AUC,meta_MeanAttributeEntropy,meta_MeanKurtosisOfNumericAtts,meta_REPTreeDepth3Kappa,meta_J48.001.ErrRate,meta_NumNumericAtts,meta_ClassCount,meta_J48.00001.AUC,meta_PercentageOfBinaryAtts,meta_DecisionStumpAUC,meta_RandomTreeDepth1AUC_K=0,meta_REPTreeDepth2Kappa,meta_PositivePercentage,meta_J48.0001.ErrRate,meta_MinNominalAttDistinctValues,meta_RandomTreeDepth2AUC_K=0,meta_MeanMeansOfNumericAtts,meta_J48.0001.kappa,meta_MeanNominalAttDistinctValues,meta_J48.00001.kappa,meta_PercentageOfNominalAtts,meta_REPTreeDepth1Kappa,meta_NegativePercentage,meta_NumBinaryAtts,meta_NaiveBayesDdm.warnings,meta_MaxNominalAttDistinctValues,meta_J48.001.AUC,meta_J48.0001.AUC,meta_NBKappa,meta_REPTreeDepth1AUC,meta_NaiveBayesAdwin.changes,meta_REPTreeDepth3ErrRate,meta_DecisionStumpErrRate,meta_MeanStdDevOfNumericAtts,meta_Dimensionality,meta_REPTreeDepth2AUC,meta_StdvNominalAttDistinctValues,meta_HoeffdingAdwin.changes,meta_MeanSkewnessOfNumericAtts,meta_DefaultAccuracy,meta_REPTreeDepth1ErrRate,meta_J48.001.kappa,meta_NumAttributes,label
2128,326000,327000,0.836654,0.875266,0.82167,0.804205,0.781765,0.804691,0.853612,0.839835,0.108443,0.809116,0.826125,0.84418,0.108703,20.7,19.6,18.9,0.023522,0.863589,0.28956,0,-43.513453,0.70901,0.153846,-42.513453,0,-1.0,0,32,0.800487,-1.0,2.592756,0.359752,19.3,6,6,0.57924,0.102564,0.599753,0.542973,0.164399,0.0,19.6,1,0.702122,340.079183,0.258525,2.3125,0.258525,0.820513,0.0,0.776,4,0,9,0.603511,0.57924,0.491916,0.5,2,18.9,19.0,396.724413,0.039,0.651554,2.070336,0,1.693952,0.776,22.4,0.292807,39,1
198,30000,31000,0.310742,0.714387,0.343484,0.860516,0.24971,0.860613,0.574742,0.555194,0.168452,0.442677,0.312516,0.574806,0.226129,58.7,33.4,41.2,-1.0,0.814623,0.117346,0,-1.0,0.702959,0.909091,-1.0,0,2.237465,0,0,0.685657,-1.0,0.123364,0.255862,33.3,10,5,0.817777,0.0,0.604333,0.548423,0.213651,0.105,33.1,-1,0.636629,0.535933,0.570853,-1.0,0.565393,0.0,0.094622,0.291,0,0,-1,0.818456,0.819122,0.465182,0.594568,0,55.2,66.1,0.332235,0.011,0.655249,-1.0,0,-0.128501,0.291,66.1,0.569314,11,2
2130,45000,46000,0.34037,0.357478,0.402152,0.353587,0.109804,0.355565,0.009326,0.433087,0.036652,0.433109,0.317391,0.434065,0.036587,86.7,67.7,64.4,-1.0,0.828336,0.035177,0,-1.0,0.761946,0.941176,-1.0,0,4.681228,0,0,0.735238,-1.0,0.148325,0.130369,68.1,16,26,0.71055,0.0,0.648321,0.637384,0.095433,0.027,67.5,-1,0.713969,5.881345,0.29695,-1.0,0.294869,0.0,0.0358,0.055,0,0,-1,0.700784,0.706814,0.329357,0.635736,1,83.5,91.9,2.259354,0.017,0.714303,-1.0,2,0.291598,0.055,91.8,0.290597,17,4
2133,467000,468000,0.604081,0.812068,0.781269,0.690814,0.270192,0.693735,0.849942,0.833421,0.105628,0.831957,0.612344,0.844784,0.193906,65.5,40.1,22.0,-1.0,0.972301,0.105345,0,-1.0,0.775508,0.987013,-1.0,0,3.316035,0,0,0.858432,-1.0,-0.253258,0.463264,40.2,76,10,0.820401,0.0,0.701358,0.635829,0.26943,0.08,39.8,-1,0.72561,0.132243,0.557513,-1.0,0.554049,0.0,0.101784,0.114,0,0,-1,0.791626,0.808974,0.755376,0.701183,3,48.1,79.8,0.067056,0.077,0.806634,-1.0,2,0.485544,0.114,80.4,0.55311,77,5
2128,162000,163000,0.835258,0.864773,0.820755,0.80489,0.779767,0.805104,0.849313,0.828681,0.108724,0.81016,0.823969,0.832356,0.109049,17.1,18.1,24.9,0.023041,0.826146,0.295119,0,-44.401431,0.706816,0.153846,-43.401431,0,-1.0,0,32,0.73268,-1.0,3.04222,0.366894,18.0,6,6,0.616102,0.102564,0.601578,0.626851,0.366894,0.0,18.1,1,0.710232,364.117151,0.308003,2.3125,0.308003,0.820513,0.0,0.785,4,0,9,0.61664,0.616165,0.418264,0.498563,2,17.1,18.1,412.870713,0.039,0.73268,2.070336,2,1.778059,0.785,21.5,0.307948,39,1
2150,251000,252000,0.491187,0.677643,0.725806,0.674544,0.203813,0.67471,0.699778,0.684972,0.180099,0.689651,0.494948,0.698504,0.121567,71.5,50.9,35.3,-1.0,0.938982,0.104702,0,-1.0,0.7504,0.979167,-1.0,0,3.320315,0,0,0.789242,-1.0,0.244473,0.313645,51.2,47,10,0.759465,0.0,0.654158,0.637848,0.204792,0.091,50.7,-1,0.722172,88.297437,0.436607,-1.0,0.434389,0.0,0.096083,0.106,0,0,-1,0.749022,0.754306,0.607804,0.664837,1,61.7,80.2,39.942572,0.048,0.743754,-1.0,1,0.743708,0.106,81.0,0.431097,48,9
196,537000,538000,0.664638,0.881496,0.487743,0.892918,0.381541,0.893004,0.828827,0.780242,0.166762,0.520669,0.636888,0.830567,0.181506,61.8,33.1,48.3,-1.0,0.760093,0.104629,0,-1.0,0.709119,0.909091,-1.0,0,2.232649,0,0,0.735792,-1.0,0.076937,0.317679,32.2,10,5,0.832926,0.0,0.604291,0.604291,0.1668,0.093,33.2,-1,0.664194,0.493687,0.571429,-1.0,0.572358,0.0,0.115709,0.29,0,0,-1,0.823501,0.828744,0.370347,0.577024,0,51.2,64.9,0.335398,0.011,0.645564,-1.0,0,-0.055463,0.29,64.3,0.582878,11,2
175,847000,848000,0.653132,0.665492,0.654373,0.625643,0.615574,0.625691,0.648297,0.662629,0.607953,0.665092,0.65018,0.665356,0.652656,37.8,35.5,33.4,0.003614,0.631116,0.035126,0,-277.677504,0.526942,0.0,267.116042,0,0.965442,0,57,0.52255,-1.0,0.0,0.042325,35.5,0,2,0.553543,0.0,0.511828,0.509006,0.042325,0.391,35.5,3,0.521004,0.0,0.118608,3.0,0.118608,0.982759,0.030048,0.609,0,0,3,0.553543,0.553543,0.189608,0.51489,0,37.8,38.0,0.0,0.058,0.52255,0.0,0,0.0,0.609,38.2,0.118608,58,1
188,765000,766000,0.555867,0.899262,0.548544,0.869456,0.447367,0.871764,0.881952,0.781939,0.674264,0.460369,0.432946,0.819424,0.762065,26.4,22.6,23.6,0.011041,0.883419,0.418617,0,-91.575325,0.726111,0.30137,-90.575325,0,-1.0,0,50,0.782115,-1.0,-0.998364,0.529672,19.3,22,10,0.80949,0.60274,0.704644,0.542325,0.450995,0.0,22.6,2,0.719567,1.836092,0.558723,2.3,0.558723,0.684932,0.418617,0.593,44,0,7,0.835827,0.80949,0.545236,0.704644,2,23.8,27.7,0.257673,0.073,0.729363,0.909137,2,-0.028369,0.593,27.7,0.631953,73,1
175,852000,853000,0.653123,0.665491,0.65436,0.625654,0.61555,0.625703,0.648372,0.662641,0.607965,0.665091,0.650163,0.665358,0.652653,39.6,37.0,35.4,0.002885,0.59534,0.015273,0,-347.664789,0.516278,0.0,335.76655,0,0.968563,0,57,0.548151,-1.0,0.0,0.081101,37.0,0,2,0.537135,0.0,0.506577,0.505563,0.0,0.396,37.0,3,0.511155,0.0,0.08205,3.0,0.08205,0.982759,0.0,0.604,0,0,3,0.537135,0.537135,0.144696,0.5,0,37.0,39.2,0.0,0.058,0.5,0.0,0,0.0,0.604,39.6,0.08205,58,1
127,819000,820000,0.751271,0.77828,0.759922,0.753128,0.724033,0.753549,0.741741,0.778643,0.739983,0.752991,0.736826,0.779104,0.69619,30.5,31.2,25.8,0.037034,0.769569,0.336144,0,41.59789,0.653413,0.0,24.179646,0,0.895469,0,9,0.635694,1.57757,0.0,0.214581,28.6,0,2,0.5,0.3,0.66218,0.648058,0.214581,0.312,28.6,2,0.661621,0.0,0.14322,5.666667,0.0,0.9,0.177307,0.688,3,0,13,0.589772,0.589772,0.371517,0.645419,0,30.5,28.6,0.0,0.01,0.635694,4.472136,0,0.0,0.688,31.7,0.14322,10,4
199,278000,279000,0.858158,0.890398,0.870577,0.86967,0.682799,0.869842,0.88391,0.883677,0.807108,0.875244,0.861706,0.885778,0.774774,24.2,17.8,13.0,-1.0,0.898501,0.377901,0,-1.0,0.848954,0.75,-1.0,0,0.985405,0,0,0.844909,-1.0,-1.175904,0.601094,16.5,3,2,0.822913,0.0,0.688491,0.688491,0.478531,0.429,17.0,-1,0.834072,4.957736,0.650572,-1.0,0.632843,0.0,0.320225,0.571,0,0,-1,0.850567,0.849207,0.732008,0.681167,0,19.9,31.9,2.858339,0.004,0.79212,-1.0,0,0.014527,0.571,35.9,0.660155,4,1
194,885000,886000,0.73088,0.911123,0.483808,0.889831,0.402438,0.889845,0.872533,0.827416,0.166511,0.512446,0.699076,0.873327,0.170639,62.9,35.6,55.9,-1.0,0.728464,0.037868,0,-1.0,0.731325,0.909091,-1.0,0,2.222791,0,0,0.669128,-1.0,0.167073,0.201045,33.8,10,5,0.806225,0.0,0.560372,0.565689,0.142024,0.095,34.4,-1,0.647148,0.497772,0.554114,-1.0,0.539067,0.0,0.074399,0.293,0,0,-1,0.812725,0.805527,0.267191,0.571573,0,60.8,69.5,0.339179,0.011,0.617036,-1.0,0,-0.002376,0.293,66.3,0.561814,11,1
122,468000,469000,0.935002,0.954181,0.923701,0.859832,0.673838,0.861461,0.949554,0.94733,0.871188,0.850859,0.932273,0.949072,0.909706,24.4,8.6,18.3,0.018202,0.908057,0.362869,0,-55.938347,0.815495,0.0,54.754958,0,0.996662,0,36,0.919249,-1.0,0.0,0.763068,8.6,0,2,0.939016,0.918919,0.686762,0.647588,0.492968,0.466,8.6,2,0.750715,0.0,0.827437,2.055556,0.826727,0.972973,0.362869,0.534,34,0,3,0.951283,0.951283,0.631847,0.686762,0,11.7,33.1,0.0,0.037,0.830494,0.232311,1,0.0,0.534,33.1,0.827437,37,1
2159,207000,208000,0.897058,0.98474,0.970808,0.963683,0.492514,0.96401,0.982861,0.974317,0.467846,0.986365,0.89425,0.984524,0.440062,31.3,10.9,1.2,0.377456,0.999543,0.324924,0,2.334056,0.914384,0.028571,6.427198,0,2.425983,0,33,0.930321,1.258459,-0.798809,0.744396,10.9,1,6,0.945659,0.028571,0.780304,0.761056,0.596328,0.054,10.9,2,0.876412,35.807644,0.863352,3.909091,0.863352,0.942857,0.324924,0.307,1,0,4,0.945951,0.945659,0.984945,0.783504,5,20.0,51.6,15.38232,0.035,0.890852,0.384353,7,0.030618,0.307,51.6,0.863352,35,3
2129,864000,865000,0.919717,0.951903,0.931684,0.922005,0.826858,0.921361,0.950363,0.941362,0.913785,0.905218,0.893266,0.945683,0.777852,16.8,12.1,9.9,0.127817,0.953698,0.600709,0,7.140964,0.904378,0.470588,7.413342,0,0.947551,0,8,0.861097,1.040554,3.129802,0.634197,11.7,8,2,0.86929,0.176471,0.789283,0.806155,0.634197,0.366,12.1,2,0.889833,8.96991,0.730721,2.625,0.730721,0.470588,0.600709,0.634,3,0,3,0.901137,0.86929,0.787047,0.806155,0,16.8,17.3,1.94092,0.017,0.861097,0.517549,0,0.412226,0.634,17.3,0.741473,17,1
192,158000,159000,0.705434,0.738899,0.721403,0.642308,0.180799,0.642786,0.736497,0.736566,0.100233,0.740019,0.716616,0.739748,0.168497,65.9,31.8,28.4,0.121488,0.946719,0.096158,0,6.931215,0.85723,0.0,27.321635,0,3.319244,0,24,0.882842,0.963545,0.0,0.467968,30.5,0,10,0.888019,0.96,0.722983,0.707078,0.264775,0.092,30.9,2,0.798614,0.0,0.65649,2.0,0.646331,0.96,0.096158,0.11,24,0,2,0.897867,0.897895,0.68427,0.722983,1,47.8,80.6,0.0,0.025,0.8228,0.0,2,0.0,0.11,80.6,0.660936,25,3
2154,865000,866000,0.865144,0.889241,0.856736,0.859905,0.848112,0.859676,0.876457,0.876355,0.647425,0.830707,0.854476,0.8826,0.543278,17.7,16.1,17.5,0.082263,0.902908,0.679882,0,14.973008,0.869573,0.375,12.071717,0,0.993061,0,9,0.886472,1.313995,4.775629,0.683018,16.5,6,2,0.839266,0.25,0.839266,0.827853,0.641076,0.451,16.5,2,0.841532,249.768316,0.667786,4.555556,0.679882,0.5625,0.679882,0.549,4,0,14,0.880947,0.880947,0.640993,0.839266,0,15.7,16.1,952.966461,0.016,0.880317,4.186619,0,1.878135,0.549,16.1,0.667786,16,1
2133,916000,917000,0.60507,0.812629,0.782206,0.691533,0.270422,0.694469,0.856877,0.839145,0.143541,0.832558,0.613391,0.853286,0.19437,66.8,42.1,24.1,-1.0,0.968344,0.113734,0,-1.0,0.798133,0.987013,-1.0,0,3.314696,0,0,0.842601,-1.0,-0.216017,0.428633,42.4,76,10,0.8281,0.0,0.704133,0.665411,0.251218,0.086,41.4,-1,0.735741,0.131131,0.539847,-1.0,0.532238,0.0,0.110265,0.115,0,0,-1,0.809288,0.82892,0.731777,0.703136,6,51.3,78.7,0.066949,0.077,0.802741,-1.0,5,0.516909,0.115,79.0,0.52838,77,5
2164,845000,846000,0.554742,0.705266,0.564012,0.566356,0.413901,0.56759,0.667441,0.656848,0.254564,0.483219,0.574738,0.675878,0.255031,54.4,43.9,54.7,-1.0,0.741813,0.174935,0,-1.0,0.734742,0.947368,-1.0,0,1.994921,0,0,0.747282,-1.0,0.238916,0.364382,44.1,18,4,0.753452,0.0,0.617442,0.594908,0.275991,0.215,44.0,-1,0.668077,117.219884,0.413659,-1.0,0.415057,0.0,0.160681,0.267,0,0,-1,0.731192,0.749053,0.277903,0.639123,0,47.8,63.0,22.394084,0.019,0.719492,-1.0,0,0.579701,0.267,63.1,0.411077,19,1
2154,617000,618000,0.864879,0.887969,0.856706,0.85999,0.847712,0.859767,0.875083,0.875241,0.641272,0.830405,0.854269,0.881537,0.542421,15.0,15.0,18.0,0.08437,0.893666,0.701946,0,14.474314,0.851766,0.375,11.773689,0,0.993342,0,9,0.881381,1.305562,7.637938,0.699307,15.0,6,2,0.852174,0.25,0.852174,0.688647,0.701946,0.452,15.0,2,0.81359,191.66496,0.701946,4.555556,0.701946,0.5625,0.701946,0.548,4,0,14,0.852174,0.852174,0.631365,0.852174,0,15.0,15.0,854.206842,0.016,0.852174,4.186619,0,2.121844,0.548,15.0,0.701946,16,1
171,940000,941000,0.939119,0.940702,0.939119,0.938782,0.939119,0.93877,0.935385,0.939803,0.938863,0.935083,0.938864,0.940396,0.93115,3.9,3.9,4.4,0.003825,0.808386,0.0,0,-262.456567,0.786574,0.0,62.145164,0,0.237688,0,29,0.49333,-1.0,0.0,0.0,3.9,0,2,0.49333,0.666667,0.747939,0.695576,0.0,0.039,3.9,1,0.759772,0.0,0.0,2.241379,0.0,0.966667,0.0,0.961,20,0,5,0.49333,0.49333,-0.008943,0.49333,0,3.9,3.9,0.0,0.03,0.49333,0.739458,0,0.0,0.961,3.9,0.0,30,1
175,240000,241000,0.653087,0.6639,0.65422,0.625564,0.61527,0.625602,0.643419,0.658983,0.606307,0.664602,0.650124,0.663303,0.646456,36.1,35.8,33.8,0.004162,0.640589,0.032334,0,-241.266868,0.522116,0.0,231.653584,0,0.964151,0,57,0.560045,-1.0,0.0,0.091678,34.7,0,2,0.536539,0.0,0.540222,0.500869,0.091678,0.389,34.8,3,0.518916,0.0,0.131663,3.0,0.10572,0.982759,0.032334,0.611,0,0,3,0.554372,0.553711,0.176682,0.518689,0,36.1,37.9,0.0,0.058,0.560045,0.0,0,0.0,0.611,37.9,0.134637,58,3
170,712000,713000,0.835446,0.870694,0.826151,0.811224,0.397081,0.810914,0.855857,0.860917,0.192158,0.806243,0.821562,0.862934,0.244265,32.9,19.7,18.8,0.419281,0.962676,0.153234,0,1.106751,0.917113,0.0,6.68272,0,2.80194,0,19,0.92388,0.883321,0.0,0.688498,19.4,0,7,0.936438,0.0,0.7352,0.779546,0.613822,0.125,20.0,1,0.857021,0.0,0.76632,2.894737,0.769854,0.95,0.277015,0.157,0,0,3,0.933577,0.933746,0.780478,0.783181,0,26.6,71.8,0.0,0.02,0.902046,0.458831,0,0.0,0.157,61.4,0.773366,20,1
188,83000,84000,0.67444,0.917881,0.679321,0.89869,0.635702,0.899202,0.867881,0.819976,0.687738,0.752179,0.651667,0.833905,0.822298,7.5,3.0,25.7,0.004392,0.87781,0.676884,3,-228.707454,0.893431,0.30137,-227.707454,11,-1.0,11,50,0.87966,-1.0,-0.543312,0.767897,3.0,22,10,0.97733,0.60274,0.849326,0.715703,0.771171,0.0,3.0,2,0.776566,2.417732,0.909899,2.3,0.91052,0.684932,0.669812,0.789,44,5,7,0.963007,0.972822,0.386752,0.847569,3,7.5,11.3,0.058877,0.073,0.872975,0.909137,4,-0.016002,0.789,11.7,0.91021,73,1
194,394000,395000,0.730754,0.900025,0.482775,0.889843,0.401623,0.889896,0.84642,0.801944,0.166633,0.51322,0.69843,0.844306,0.175891,55.9,32.2,54.2,-1.0,0.74119,0.093495,0,-1.0,0.723155,0.909091,-1.0,0,2.204636,0,0,0.713874,-1.0,0.026144,0.316624,29.9,10,5,0.829005,0.0,0.597556,0.579052,0.225097,0.081,31.4,-1,0.640325,0.500557,0.593058,-1.0,0.582555,0.0,0.099119,0.309,0,0,-1,0.830535,0.829157,0.277782,0.599507,0,50.8,64.3,0.330599,0.011,0.670902,-1.0,0,-0.104898,0.309,64.0,0.611842,11,1
194,968000,969000,0.731165,0.91223,0.484002,0.889935,0.402465,0.88997,0.874939,0.830796,0.166368,0.51226,0.699329,0.87611,0.170142,62.5,32.3,55.7,-1.0,0.740217,0.075316,0,-1.0,0.705778,0.909091,-1.0,0,2.210568,0,0,0.712136,-1.0,0.159581,0.268933,28.9,10,5,0.823029,0.0,0.575474,0.579886,0.160249,0.084,30.8,-1,0.660332,0.489831,0.599901,-1.0,0.577592,0.0,0.077005,0.298,0,0,-1,0.83491,0.826367,0.258755,0.577292,0,56.1,66.6,0.338376,0.011,0.653917,-1.0,0,-0.001076,0.298,66.2,0.624262,11,1
2154,762000,763000,0.865084,0.888837,0.856853,0.859952,0.848107,0.85974,0.875963,0.875974,0.645261,0.830759,0.854456,0.882262,0.542822,14.5,14.7,18.3,0.089033,0.913244,0.710874,0,-12.231798,0.846539,0.375,11.208161,0,0.997896,0,9,0.854125,-1.0,4.588606,0.710874,14.6,6,2,0.866312,0.25,0.854125,0.801445,0.710874,0.473,14.7,2,0.820703,151.929828,0.706317,4.555556,0.706317,0.5625,0.710874,0.527,4,0,14,0.852355,0.866312,0.629113,0.854125,0,14.5,14.5,817.66109,0.016,0.854125,4.186619,0,1.662378,0.527,14.5,0.708346,16,1
192,559000,560000,0.514318,0.738098,0.533614,0.640838,0.135696,0.641371,0.698536,0.697191,0.10702,0.618505,0.515561,0.698064,0.168798,65.0,31.8,29.0,0.123794,0.943933,0.098366,0,6.794623,0.851293,0.0,26.779886,0,3.315192,0,24,0.882665,0.964928,0.0,0.533737,31.6,0,10,0.897157,0.96,0.707961,0.720661,0.273818,0.087,31.6,2,0.780604,0.0,0.648623,2.0,0.646502,0.96,0.098366,0.113,24,0,2,0.89571,0.89571,0.677312,0.707961,0,41.9,80.5,0.0,0.025,0.823701,0.0,5,0.0,0.113,80.5,0.648623,25,1
2167,490000,491000,0.741939,0.887564,0.871976,0.829853,0.521061,0.829772,0.877143,0.868073,0.56677,0.845434,0.746289,0.883566,0.549955,34.1,29.8,16.3,-1.0,0.962559,0.294443,0,-1.0,0.81614,0.97561,-1.0,0,1.582184,0,0,0.814025,-1.0,-0.453571,0.531079,29.0,40,3,0.828232,0.0,0.695023,0.697221,0.485299,0.311,29.0,-1,0.782632,0.888791,0.563272,-1.0,0.551463,0.0,0.304864,0.361,0,0,-1,0.817209,0.816532,0.756641,0.664779,0,31.3,47.0,1.271048,0.041,0.805831,-1.0,0,0.032464,0.361,47.2,0.563632,41,1
170,237000,238000,0.834324,0.866139,0.824853,0.811471,0.397067,0.81134,0.851261,0.852063,0.151912,0.805643,0.820021,0.854517,0.237824,32.9,18.8,20.7,0.432753,0.963817,0.178835,0,0.996453,0.900179,0.0,6.478182,0,2.803454,0,19,0.928252,0.863972,0.0,0.673847,18.8,0,7,0.947074,0.0,0.71911,0.765451,0.616358,0.131,18.8,1,0.870501,0.0,0.78051,2.894737,0.78051,0.95,0.314525,0.166,0,0,3,0.946685,0.947074,0.758126,0.764263,0,27.9,69.5,0.0,0.02,0.893293,0.458831,0,0.0,0.166,58.2,0.780516,20,1
2131,88000,89000,0.504292,0.633539,0.578124,0.574809,0.355056,0.57636,0.624966,0.615303,0.016573,0.603899,0.43518,0.626764,0.016573,56.1,47.5,43.9,0.157874,0.829313,0.226634,0,9.423247,0.702853,0.576923,14.471493,0,2.284671,0,10,0.664735,1.645559,1.029527,0.239733,47.6,15,7,0.720055,0.153846,0.689654,0.68407,0.220706,0.001,47.6,2,0.728174,1445.055718,0.348936,6.0,0.351618,0.384615,0.1879,0.333,4,0,22,0.71929,0.718824,0.427882,0.654636,4,55.2,54.4,602.29346,0.026,0.660085,6.110101,0,0.809174,0.333,57.7,0.349623,26,1
188,1205000,1206000,0.509988,0.883867,0.505337,0.805084,0.285505,0.809256,0.884135,0.783684,0.679812,0.292483,0.276346,0.823328,0.717874,27.7,23.7,27.9,0.00244,0.798196,0.249042,0,-410.859738,0.681943,0.30137,-409.859738,0,-1.0,0,50,0.758276,-1.0,-1.006092,0.349798,13.7,22,10,0.735652,0.60274,0.597984,0.562071,0.249042,0.0,17.3,2,0.642459,2.160683,0.582696,2.3,0.407165,0.684932,0.249042,0.654,44,0,7,0.869671,0.854208,0.345344,0.597984,1,24.8,27.7,0.193584,0.073,0.597984,0.909137,1,-0.0117,0.654,27.7,0.678529,73,5
2167,111000,112000,0.740268,0.882786,0.868527,0.831554,0.518884,0.831455,0.871071,0.858562,0.557562,0.847116,0.744562,0.875089,0.542554,38.3,22.9,14.4,-1.0,0.968206,0.301725,0,-1.0,0.785065,0.97561,-1.0,0,1.5849,0,0,0.837328,-1.0,-0.44263,0.517232,22.7,40,3,0.832438,0.0,0.685373,0.703259,0.424479,0.329,22.5,-1,0.7506,0.902298,0.662459,-1.0,0.656477,0.0,0.298718,0.336,0,0,-1,0.830649,0.835941,0.783801,0.683552,0,32.2,46.4,1.265535,0.041,0.765177,-1.0,0,0.028253,0.336,46.6,0.659485,41,1
198,577000,578000,0.227343,0.835325,0.269493,0.893993,0.253599,0.894138,0.41108,0.482796,0.16687,0.314043,0.228929,0.617313,0.22845,57.0,30.5,33.8,-1.0,0.869414,0.134647,0,-1.0,0.796719,0.909091,-1.0,0,2.226964,0,0,0.796415,-1.0,-0.237382,0.433282,30.1,10,5,0.844311,0.0,0.619877,0.616816,0.246633,0.103,30.4,-1,0.706756,0.523565,0.60783,-1.0,0.606081,0.0,0.143254,0.306,0,0,-1,0.838336,0.839795,0.559747,0.62519,0,42.9,65.2,0.341513,0.011,0.718017,-1.0,0,-0.035752,0.306,64.8,0.611781,11,2
198,566000,567000,0.228079,0.834981,0.271032,0.893929,0.254222,0.894079,0.419055,0.482938,0.166875,0.313127,0.22943,0.617243,0.227243,56.2,26.3,36.8,-1.0,0.860295,0.154982,0,-1.0,0.804946,0.909091,-1.0,0,2.201066,0,0,0.771586,-1.0,0.053638,0.347564,26.3,10,5,0.853157,0.0,0.625733,0.611709,0.238555,0.087,26.6,-1,0.698725,0.519178,0.651927,-1.0,0.654692,0.0,0.154982,0.318,0,0,-1,0.848337,0.854384,0.52159,0.625733,1,49.4,63.1,0.346771,0.011,0.680639,-1.0,1,-0.072975,0.318,63.1,0.655238,11,2
2154,200000,201000,0.864507,0.884318,0.856443,0.860493,0.847204,0.860174,0.872119,0.87194,0.62205,0.830383,0.853771,0.878607,0.542279,17.0,15.7,17.4,0.087379,0.902522,0.687731,0,13.88507,0.79224,0.375,11.300179,0,0.987394,0,9,0.871112,1.300638,5.8509,0.655089,15.7,6,2,0.850835,0.25,0.850835,0.726999,0.65928,0.434,15.7,2,0.783192,215.15523,0.687731,4.555556,0.687731,0.5625,0.687731,0.566,4,0,14,0.850835,0.850835,0.640419,0.850835,0,17.2,15.7,929.515149,0.016,0.871658,4.186619,0,1.869227,0.566,15.7,0.687731,16,1
2164,231000,232000,0.554763,0.682142,0.563047,0.565841,0.412233,0.566875,0.617414,0.620754,0.255246,0.48072,0.574078,0.640957,0.256388,45.7,42.7,54.9,-1.0,0.739384,0.179081,0,-1.0,0.720306,0.947368,-1.0,0,1.998754,0,0,0.751737,-1.0,0.449878,0.402085,41.5,18,4,0.749343,0.0,0.634124,0.645369,0.386964,0.237,42.9,-1,0.702157,116.749882,0.426756,-1.0,0.429268,0.0,0.161652,0.266,0,0,-1,0.744541,0.756621,0.267571,0.627975,0,44.6,61.2,22.271686,0.019,0.751266,-1.0,0,0.672204,0.266,62.3,0.44496,19,1
183,125000,126000,0.923595,0.925492,0.926444,0.923587,0.926905,0.923587,0.923127,0.923746,0.923587,0.923786,0.923595,0.923611,0.915833,8.3,8.3,8.4,0.006369,0.677665,0.0,0,-158.001202,0.614009,0.0,77.4361,0,0.49322,0,29,0.496216,-1.0,0.0,0.0,8.3,0,4,0.496216,0.666667,0.553443,0.548395,0.0,0.001,8.3,1,0.594034,0.0,0.0,2.241379,0.0,0.966667,0.0,0.917,20,0,5,0.496216,0.496216,0.134378,0.496216,5,8.3,8.3,0.0,0.03,0.496216,0.739458,0,0.0,0.917,8.3,0.0,30,8
188,325000,326000,0.605601,0.912939,0.59904,0.915601,0.602212,0.915684,0.903077,0.828126,0.659782,0.646043,0.584844,0.849531,0.813954,22.7,9.4,20.8,0.042579,0.937381,0.461721,16,-24.485727,0.863168,0.30137,-23.485727,11,-1.0,0,50,0.900062,-1.0,-0.117379,0.672031,8.4,22,10,0.956743,0.60274,0.805736,0.767938,0.631651,0.0,8.9,2,0.798153,2.393125,0.853289,2.3,0.845099,0.684932,0.468581,0.45,44,0,7,0.965221,0.961112,0.67577,0.808825,5,19.7,30.7,0.063065,0.073,0.884984,0.909137,5,0.071084,0.45,30.3,0.862208,73,2
